Year,Month,Day,Hour,Warehouse,Traffic_stream,total_count,total_sum
2021,10,9,12,6455,True,11,9607
2022,1,12,11,6455,True,10,6816
2021,11,10,19,6455,True,11,9504
2022,1,24,12,6455,True,2,1749
2021,10,11,13,6455,False,6,5840
2022,1,10,17,6455,True,8,4443
2022,1,26,20,6455,True,7,8648
2021,11,29,20,6455,True,6,4491
2022,1,2,16,6455,False,2,3230
2021,10,24,14,6455,False,4,9451
2021,10,2,14,6455,True,10,4973
2021,10,3,11,6455,False,2,1910
2022,2,4,12,6455,True,8,8158
2021,11,29,10,6455,True,4,4708
2021,10,14,11,6455,False,1,340
2021,10,23,9,6455,True,2,2348
2021,11,30,15,6455,True,11,5244
2021,12,6,19,6455,True,7,4924
2021,10,12,15,6455,True,12,8242
2021,12,15,19,6455,False,13,6345
2021,12,20,19,6455,False,1,160
2021,12,3,13,6455,True,4,3639
2021,11,22,14,6455,True,8,3967
2021,12,22,20,6455,True,17,10990
2022,1,18,11,6455,True,6,2562
2021,10,4,12,6455,True,14,9662
2021,10,20,20,6455,True,7,5730
2021,12,22,8,6455,True,12,12121
2021,12,28,10,6455,False,1,7305
2021,11,7,17,6455,False,1,1500
2021,10,5,14,6455,True,6,1572
2022,1,20,19,6455,True,9,24872
2021,12,8,9,6455,True,2,582
2021,11,14,11,6455,True,10,4173
2021,10,11,14,6455,False,3,7670
2022,1,14,19,6455,True,8,6264
2021,11,7,15,6455,True,10,11560
2022,1,11,16,6455,True,13,18418
2021,11,20,14,6455,True,12,9581
2021,11,23,20,6455,True,9,9716
2021,11,30,10,6455,True,5,11113
2021,10,16,12,6455,False,2,1800
2021,11,19,12,6455,True,13,7567
2022,1,12,13,6455,True,18,14835
2021,10,15,13,6455,False,1,470
2022,1,22,10,6455,False,1,2850
2022,1,14,9,6455,True,7,8966
2021,10,2,17,6455,True,4,6419
2021,10,19,8,6455,True,5,5025
2021,12,12,11,6455,False,1,350
2022,1,12,15,6455,False,1,1150
2021,11,13,11,6455,False,1,2680
2021,11,7,14,6455,True,18,13194
2021,10,8,10,6455,True,6,5934
2022,1,29,9,6455,True,4,1075
2022,1,4,9,6455,False,8,5764
2022,1,24,19,6455,True,7,20428
2021,10,27,12,6455,False,1,1800
2021,12,16,21,6455,True,1,1050
2021,12,17,17,6455,False,1,1045
2021,12,9,18,6455,True,18,9559
2021,11,1,10,6455,False,1,4200
2021,11,26,13,6455,True,14,10343
2022,1,11,18,6455,False,2,1190
2021,10,30,10,6455,True,17,15382
2021,12,1,17,6455,False,4,3778
2021,10,2,16,6455,True,12,8161
2021,10,1,20,6455,True,6,4108
2022,1,2,14,6455,False,4,6847
2021,12,7,15,6455,True,9,7931
2022,1,14,11,6455,True,4,2208
2021,11,25,15,6455,False,1,1040
2021,12,2,8,6455,False,2,950
2021,10,6,18,6455,True,10,8909
2021,11,30,12,6455,True,17,9098
2021,10,22,15,6455,True,8,4896
2021,11,12,18,6455,False,1,250
2021,11,1,13,6455,False,13,12600
2021,11,26,15,6455,False,2,2400
2021,12,29,11,6455,True,15,10548
2021,10,15,14,6455,True,10,9059
2021,10,18,12,6455,True,6,6480
2021,11,19,17,6455,True,12,11500
2022,1,21,16,6455,False,10,10022
2021,10,3,10,6455,False,8,7543
2021,10,26,14,6455,True,3,1660
2021,10,4,8,6455,True,3,2069
2021,10,20,13,6455,False,1,135
2022,1,23,13,6455,True,27,11882
2021,12,2,18,6455,False,2,11300
2022,1,12,14,6455,True,14,6800
2021,12,1,19,6455,False,1,700
2022,1,9,11,6455,True,10,8032
2022,1,5,13,6455,False,3,4200
2021,11,12,12,6455,False,2,3685
2021,11,4,14,6455,True,6,3160
2022,1,14,18,6455,True,14,11250
2022,1,14,17,6455,True,6,3483
2021,12,29,12,6455,True,28,17660
2022,1,17,20,6455,True,3,2444
2021,11,2,16,6455,True,9,19917
2022,1,11,17,6455,True,20,13727
2021,10,22,13,6455,True,13,7389
2022,1,15,15,6455,False,2,1600
2021,12,14,13,6455,True,6,22108
2021,11,23,12,6455,True,13,8424
2021,11,16,10,6455,True,17,10110
2021,11,12,20,6455,False,1,1550
2021,10,27,11,6455,False,2,800
2021,10,6,16,6455,True,6,3119
2021,11,9,18,6455,False,1,20000
2021,12,19,12,6455,False,4,4056
2021,12,24,10,6455,False,1,800
2021,12,7,8,6455,False,2,750
2021,11,30,17,6455,False,3,3900
2021,10,5,18,6455,False,5,18144
2021,12,30,9,6455,False,1,750
2021,11,18,19,6455,False,2,1300
2022,1,31,11,6455,False,1,700
2021,12,21,10,6455,False,6,3287
2021,11,3,12,6455,True,15,28950
2021,11,23,19,6455,True,18,18571
2021,11,6,10,6455,False,3,3618
2021,11,1,11,6455,False,2,9800
2021,12,1,16,6455,False,1,800
2022,1,17,17,6455,True,7,4293
2022,1,18,13,6455,True,5,2098
2022,1,28,17,6455,False,48,24430
2021,11,12,19,6455,True,18,10038
2022,2,4,20,6455,True,7,4468
2021,12,22,9,6455,True,7,5551
2022,2,3,11,6455,False,5,4876
2021,12,9,11,6455,False,1,800
2021,12,30,15,6455,True,29,21015
2021,10,19,18,6455,True,17,13065
2022,1,13,15,6455,True,9,14771
2021,12,18,10,6455,True,7,8806
2021,10,21,14,6455,True,6,3113
2021,12,14,17,6455,False,1,700
2021,11,22,13,6455,True,19,11269
2021,11,24,17,6455,True,11,9836
2021,10,6,15,6455,True,9,6827
2021,11,30,11,6455,True,13,8992
2021,11,30,8,6455,True,2,3685
2022,1,24,9,6455,True,3,4370
2021,10,9,10,6455,True,6,6840
2022,1,16,16,6455,False,1,100
2022,1,2,13,6455,True,5,9424
2021,10,22,16,6455,True,12,7173
2021,12,3,14,6455,True,10,8035
2021,11,28,16,6455,True,14,10447
2021,10,13,10,6455,False,1,1500
2021,11,22,19,6455,True,7,3327
2022,2,7,12,6455,True,6,3200
2021,10,28,10,6455,False,2,4901
2021,12,4,16,6455,True,12,12644
2021,12,3,15,6455,False,2,4200
2021,11,24,18,6455,False,11,4625
2021,10,24,13,6455,False,33,18536
2021,10,24,16,6455,False,7,9979
2021,10,30,11,6455,True,12,12730
2021,11,14,13,6455,False,33,5996
2021,12,27,15,6455,True,15,13275
2022,1,13,13,6455,True,10,6021
2021,12,28,17,6455,True,6,3564
2021,10,13,11,6455,True,8,3415
2021,10,17,13,6455,True,3,1259
2021,12,8,20,6455,True,7,4854
2021,11,4,11,6455,True,10,6976
2022,1,24,17,6455,True,9,5605
2021,11,26,14,6455,True,9,5960
2021,11,14,12,6455,True,14,13694
2021,11,11,15,6455,True,8,5231
2021,10,7,16,6455,False,4,4578
2021,12,25,11,6455,True,21,10243
2021,11,13,16,6455,True,9,8636
2022,1,5,10,6455,True,8,2907
2021,12,17,19,6455,False,4,8000
2021,11,9,20,6455,False,6,2952
2021,12,1,12,6455,False,5,2314
2021,11,19,18,6455,True,12,6068
2021,10,27,14,6455,False,5,4205
2021,10,11,12,6455,False,1,650
2022,2,8,9,6455,True,3,2664
2021,12,15,12,6455,True,11,6993
2021,11,16,12,6455,True,20,14976
2022,1,23,11,6455,True,11,7279
2021,10,29,14,6455,True,6,8300
2022,2,2,9,6455,True,6,3102
2021,10,31,14,6455,True,12,8195
2022,2,8,8,6455,True,2,470
2021,12,7,13,6455,False,2,1418
2021,11,23,13,6455,False,2,2800
2021,12,9,20,6455,False,7,1939
2021,11,16,13,6455,True,6,2485
2022,1,5,16,6455,False,2,300
2022,2,7,10,6455,False,6,8480
2021,11,10,18,6455,True,19,13624
2021,11,27,12,6455,True,17,14148
2022,2,6,11,6455,True,10,8191
2021,10,7,14,6455,True,7,2464
2021,10,19,17,6455,False,2,664
2021,11,30,14,6455,False,4,3290
2022,1,28,18,6455,True,11,6799
2021,10,6,13,6455,True,8,9837
2021,10,20,17,6455,True,9,4634
2021,10,10,12,6455,True,12,14053
2021,10,16,17,6455,True,5,4454
2021,11,26,9,6455,False,10,5690
2022,2,7,18,6455,False,1,588
2022,1,28,19,6455,True,6,4130
2021,11,30,18,6455,False,106,62955
2021,11,4,17,6455,True,11,6467
2021,11,11,17,6455,True,11,16317
2021,12,21,15,6455,False,3,5480
2021,12,7,20,6455,True,10,13979
2022,1,22,16,6455,True,9,5593
2021,11,14,15,6455,False,124,60687
2021,11,13,13,6455,True,9,6120
2022,2,8,11,6455,True,5,3439
2022,2,3,9,6455,False,1,3100
2022,1,19,9,6455,True,1,342
2021,12,7,14,6455,False,3,1116
2022,2,1,8,6455,True,3,1997
2021,11,26,12,6455,True,12,12676
2021,10,30,13,6455,True,8,5743
2021,11,25,11,6455,False,3,7650
2021,10,20,14,6455,False,46,15246
2021,12,24,19,6455,False,5,4999
2021,12,2,13,6455,False,6,9697
2021,12,17,16,6455,False,8,19188
2021,10,15,15,6455,True,10,14453
2021,12,11,9,6455,False,1,350
2021,11,24,20,6455,True,5,5601
2021,12,17,12,6455,False,29,5707
2021,10,31,17,6455,True,8,3094
2022,1,29,17,6455,False,1,4230
2021,11,11,12,6455,True,13,7226
2022,1,16,13,6455,False,4,2113
2022,1,18,14,6455,True,8,10120
2021,11,24,16,6455,True,18,13945
2022,1,26,15,6455,True,8,4371
2021,12,5,15,6455,False,1,650
2022,1,18,10,6455,True,4,1258
2021,10,7,15,6455,True,10,6410
2021,12,27,19,6455,True,7,5933
2022,1,13,20,6455,True,5,5970
2021,12,19,14,6455,True,14,16974
2021,12,1,14,6455,False,5,5450
2021,12,29,19,6455,True,25,18122
2021,10,11,9,6455,False,3,8361
2021,12,18,16,6455,True,19,10106
2021,12,31,17,6455,True,6,7955
2021,11,20,15,6455,True,10,4017
2021,10,1,18,6455,True,10,6422
2021,10,20,10,6455,False,1,310
2021,10,4,18,6455,False,11,6375
2021,12,26,17,6455,True,9,8040
2021,10,5,15,6455,False,2,2050
2021,11,2,9,6455,False,2,8800
2021,12,20,20,6455,False,6,8810
2022,2,7,13,6455,False,5,3869
2021,11,6,14,6455,True,11,10657
2021,10,13,17,6455,True,16,15601
2021,12,30,10,6455,True,11,6666
2021,11,20,9,6455,True,2,1250
2021,11,2,8,6455,False,8,20901
2021,12,6,17,6455,False,1,805
2021,12,23,11,6455,False,1,700
2021,10,4,15,6455,True,4,3773
2021,12,16,10,6455,False,3,2200
2022,1,19,15,6455,False,1,840
2021,10,21,9,6455,False,6,19847
2021,11,18,11,6455,True,15,10323
2022,1,20,16,6455,True,8,12432
2022,1,14,14,6455,True,5,3713
2021,12,8,19,6455,True,18,16593
2021,12,1,11,6455,False,3,10500
2021,11,3,10,6455,False,5,2700
2022,1,19,13,6455,False,1,850
2021,12,30,19,6455,True,22,12973
2021,11,25,10,6455,False,1,500
2022,1,31,15,6455,False,26,13744
2022,1,24,16,6455,False,3,3880
2021,10,30,15,6455,True,17,26983
2021,12,14,14,6455,True,24,13499
2021,11,21,10,6455,True,9,4592
2022,1,27,9,6455,False,1,3000
2021,10,13,16,6455,True,8,5459
2021,11,4,20,6455,True,2,750
2021,10,28,20,6455,True,8,7325
2021,10,22,14,6455,True,8,4837
2021,10,14,12,6455,False,2,5130
2021,11,28,13,6455,True,13,18247
2021,12,23,16,6455,True,20,11010
2021,11,29,11,6455,True,5,2506
2021,11,28,14,6455,True,22,12950
2021,12,2,16,6455,False,1,1739
2022,2,3,13,6455,False,3,7800
2021,11,3,15,6455,True,5,4349
2021,10,8,20,6455,True,3,3649
2022,1,12,10,6455,True,6,14906
2021,11,18,10,6455,True,4,5989
2021,12,18,15,6455,True,20,10794
2021,11,8,15,6455,True,4,1690
2021,12,7,16,6455,True,12,13577
2022,2,4,15,6455,True,7,4759
2021,12,12,16,6455,True,19,13023
2021,12,29,20,6455,True,17,15022
2021,10,9,15,6455,True,8,11727
2022,1,27,14,6455,True,4,3872
2021,11,4,16,6455,True,9,6091
2021,10,30,17,6455,True,9,4316
2022,2,4,11,6455,True,15,6512
2022,1,18,18,6455,True,8,2483
2022,2,1,16,6455,True,8,3532
2021,10,28,9,6455,True,6,3645
2021,11,12,17,6455,False,2,3890
2021,11,6,12,6455,False,1,1145
2021,10,26,15,6455,True,3,1731
2021,11,6,17,6455,True,7,8342
2021,11,4,13,6455,True,7,2476
2021,11,27,10,6455,False,6,31022
2021,12,23,13,6455,True,17,9066
2021,11,18,17,6455,False,44,31502
2021,12,17,13,6455,True,13,15558
2021,12,23,17,6455,False,34,16164
2022,1,24,8,6455,True,4,2229
2021,10,25,14,6455,False,1,460
2021,11,10,16,6455,True,14,8838
2021,12,21,13,6455,False,4,1400
2021,10,21,13,6455,False,4,12857
2021,10,22,8,6455,True,5,2758
2022,1,23,14,6455,True,6,3139
2021,10,28,11,6455,True,6,6536
2021,10,23,10,6455,True,6,4977
2021,12,24,11,6455,True,13,5876
2021,12,22,16,6455,True,14,8623
2022,2,5,13,6455,False,3,7200
2022,2,7,20,6455,True,5,11119
2021,10,11,11,6455,False,2,1320
2021,12,13,17,6455,True,16,8785
2021,12,19,15,6455,False,2,930
2021,12,29,9,6455,True,12,11293
2021,11,27,15,6455,True,15,8574
2021,12,22,14,6455,False,2,3218
2022,1,23,10,6455,True,1,603
2021,12,9,10,6455,True,5,14513
2021,11,9,13,6455,False,2,3625
2021,10,26,11,6455,True,8,8608
2021,11,6,15,6455,True,10,5783
2021,11,15,20,6455,False,3,3865
2021,12,27,14,6455,False,2,2690
2021,10,18,17,6455,True,5,4121
2021,12,7,17,6455,False,5,13110
2022,1,27,19,6455,True,5,4135
2021,12,15,8,6455,False,26,10639
2022,1,5,18,6455,True,13,11227
2021,12,30,11,6455,True,16,13537
2021,10,27,9,6455,False,1,240
2022,1,27,15,6455,True,8,3493
2022,1,11,13,6455,False,1,400
2021,11,19,20,6455,False,107,50184
2022,2,8,13,6455,True,9,6615
2021,12,22,15,6455,False,3,4526
2022,1,2,11,6455,False,10,8921
2022,1,25,19,6455,True,10,12962
2021,12,21,18,6455,False,1,100
2021,10,8,13,6455,True,12,4876
2021,12,13,12,6455,True,14,4271
2021,12,13,10,6455,False,2,450
2021,12,23,20,6455,True,11,7711
2021,10,18,14,6455,True,7,9282
2021,11,18,12,6455,True,12,6235
2021,10,27,10,6455,False,6,17623
2022,1,15,12,6455,False,1,650
2022,1,25,8,6455,True,1,3690
2021,11,14,10,6455,True,4,1289
2022,1,14,12,6455,False,4,3900
2021,12,7,13,6455,True,8,11902
2021,12,18,12,6455,True,19,14903
2021,12,2,15,6455,True,13,7931
2022,1,25,16,6455,True,11,10233
2022,2,6,13,6455,True,5,2085
2021,12,27,13,6455,False,7,16534
2021,12,24,15,6455,False,2,845
2021,10,19,9,6455,True,7,2296
2021,12,15,18,6455,True,14,11271
2021,11,29,19,6455,False,11,20559
2022,1,5,9,6455,True,5,3387
2022,1,20,11,6455,True,4,2855
2022,1,8,9,6455,True,4,2367
2021,10,13,19,6455,True,10,6311
2022,1,26,18,6455,True,7,8754
2021,12,3,10,6455,False,2,3875
2021,10,22,19,6455,False,1,3190
2021,10,4,17,6455,True,4,2639
2021,11,13,16,6455,False,3,480
2021,12,31,11,6455,False,1,1190
2021,10,14,13,6455,True,10,15287
2021,10,12,11,6455,False,6,5025
2021,11,24,19,6455,True,16,10965
2021,12,24,12,6455,False,10,26191
2022,1,17,9,6455,True,3,2136
2022,2,8,14,6455,True,16,32173
2022,1,15,11,6455,False,2,2050
2021,10,19,20,6455,False,6,2445
2022,1,21,11,6455,False,4,2539
2022,1,28,15,6455,True,4,2653
2021,12,6,14,6455,False,3,2490
2021,12,4,10,6455,True,9,8928
2021,11,4,8,6455,False,1,250
2021,10,20,18,6455,True,13,9905
2021,11,13,15,6455,True,13,6403
2022,1,11,9,6455,True,2,1845
2022,2,5,10,6455,False,50,30041
2021,10,21,10,6455,False,3,3111
2022,1,17,19,6455,True,4,3165
2021,11,11,18,6455,True,9,4017
2021,12,21,11,6455,False,1,1400
2022,1,28,16,6455,True,12,8811
2021,12,25,14,6455,False,1,1912
2021,10,10,12,6455,False,1,500
2021,10,1,17,6455,True,9,7550
2022,1,24,20,6455,True,4,2977
2021,11,15,18,6455,False,4,9480
2022,1,10,8,6455,False,1,250
2021,12,7,19,6455,False,2,3600
2022,1,13,10,6455,False,2,4680
2021,11,24,10,6455,True,9,8580
2021,10,12,20,6455,True,8,6227
2021,11,4,9,6455,False,7,31415
2021,12,3,9,6455,False,11,10803
2022,1,21,8,6455,True,4,4014
2021,12,1,18,6455,True,17,17940
2022,1,9,16,6455,True,5,3992
2021,12,25,16,6455,False,6,8250
2021,12,8,18,6455,True,19,13100
2022,1,9,14,6455,False,13,5080
2021,12,25,13,6455,True,18,14741
2021,11,14,16,6455,True,6,6942
2021,11,8,13,6455,True,7,5339
2021,12,22,17,6455,False,176,102884
2022,1,2,10,6455,True,8,8995
2021,10,4,20,6455,True,1,389
2021,12,28,20,6455,True,18,12008
2022,1,17,11,6455,True,3,969
2021,12,7,18,6455,False,1,800
2021,10,7,12,6455,True,5,3659
2021,10,29,11,6455,False,2,650
2021,10,18,20,6455,False,13,5073
2021,12,16,17,6455,True,25,12292
2022,1,11,15,6455,False,3,4128
2022,2,3,16,6455,True,10,5926
2021,11,27,16,6455,False,1,3500
2021,10,7,8,6455,False,3,10363
2021,11,11,19,6455,False,1,750
2022,1,13,16,6455,False,1,700
2021,11,17,19,6455,True,12,13574
2021,11,18,16,6455,True,16,13309
2021,11,25,14,6455,False,1,300
2022,1,9,17,6455,False,21,3057
2021,10,23,11,6455,True,9,5496
2021,12,12,12,6455,False,1,600
2021,10,31,15,6455,False,1,400
2022,2,2,17,6455,True,15,10831
2022,2,7,16,6455,False,2,3770
2021,10,29,9,6455,False,5,14613
2022,2,5,12,6455,False,4,2700
2021,10,2,9,6455,True,7,4012
2021,10,16,11,6455,True,6,7145
2022,1,10,16,6455,False,1,550
2022,1,11,8,6455,True,5,2239
2022,1,6,20,6455,False,1,2040
2021,12,21,14,6455,True,11,23022
2021,12,10,9,6455,True,8,3218
2021,10,12,10,6455,True,5,2379
2021,10,29,16,6455,True,6,3379
2021,11,18,13,6455,True,5,2337
2021,10,21,18,6455,False,2,1140
2021,10,5,16,6455,True,11,12494
2021,10,1,13,6455,True,4,4345
2021,10,15,10,6455,False,1,300
2022,1,20,15,6455,False,2,1985
2021,10,8,16,6455,True,10,4094
2022,1,14,15,6455,False,13,24960
2021,12,3,20,6455,False,22,4988
2021,10,25,9,6455,False,2,1088
2021,11,9,11,6455,True,12,8959
2022,1,23,16,6455,True,11,14935
2021,12,16,14,6455,True,11,7770
2022,1,29,10,6455,True,7,4269
2021,12,27,8,6455,True,5,4760
2021,12,1,13,6455,False,2,2500
2021,12,14,14,6455,False,3,4860
2021,12,23,19,6455,False,1,5600
2022,1,20,13,6455,True,7,5782
2021,12,5,14,6455,True,10,7330
2021,11,15,9,6455,False,3,20870
2021,11,15,8,6455,True,3,954
2021,11,27,14,6455,True,11,29548
2021,10,18,15,6455,False,3,3783
2021,11,17,17,6455,False,2,3399
2021,10,4,18,6455,True,15,10241
2021,10,23,13,6455,False,2,300
2021,10,28,8,6455,False,4,26520
2022,2,2,18,6455,False,2,6400
2021,12,16,20,6455,False,13,3588
2021,11,16,16,6455,False,3,1500
2021,10,30,14,6455,True,7,12744
2022,1,22,17,6455,True,6,2884
2021,11,29,13,6455,True,14,10281
2022,1,21,14,6455,False,3,5500
2022,1,4,19,6455,True,5,6832
2022,2,1,19,6455,False,1,1100
2021,12,16,18,6455,True,25,13361
2021,12,11,17,6455,True,12,7767
2022,1,3,17,6455,True,6,4655
2021,11,20,11,6455,True,14,7627
2021,12,20,11,6455,False,5,5530
2022,1,14,15,6455,True,7,4430
2021,10,25,8,6455,True,4,1463
2022,1,20,14,6455,True,7,4761
2022,1,20,18,6455,True,11,5274
2021,12,17,18,6455,True,12,17668
2021,10,14,15,6455,True,16,10233
2021,10,23,14,6455,True,9,7423
2021,11,16,11,6455,True,11,17664
2021,12,16,9,6455,True,6,4548
2021,11,1,19,6455,True,6,8427
2021,10,8,14,6455,True,3,2787
2021,12,28,18,6455,True,23,20162
2021,12,31,10,6455,True,14,10678
2022,1,31,13,6455,True,5,1054
2021,12,5,15,6455,True,12,5733
2021,10,25,13,6455,False,1,130
2021,10,8,8,6455,True,2,858
2021,10,28,16,6455,False,1,780
2022,1,11,12,6455,True,13,6256
2021,10,20,15,6455,True,9,25328
2021,12,2,12,6455,True,9,7087
2022,1,29,12,6455,True,11,4184
2021,11,10,20,6455,True,7,4459
2021,10,5,17,6455,True,10,10194
2021,12,15,9,6455,False,8,4849
2021,11,1,8,6455,False,2,8912
2022,1,12,12,6455,False,1,550
2021,11,3,16,6455,False,2,950
2021,11,20,13,6455,False,3,8124
2021,12,20,14,6455,True,4,2652
2022,1,31,18,6455,True,6,6982
2022,1,22,11,6455,True,14,13095
2021,10,26,18,6455,False,1,180
2021,12,1,9,6455,False,1,575
2021,12,19,11,6455,False,1,1800
2022,1,27,18,6455,True,10,14034
2021,11,5,9,6455,False,5,13494
2021,11,27,16,6455,True,5,1930
2021,12,3,8,6455,False,2,650
2021,11,10,11,6455,True,11,12526
2022,1,6,17,6455,True,11,7510
2021,10,15,16,6455,False,3,7680
2021,12,14,9,6455,False,3,1381
2021,11,21,17,6455,False,36,18618
2021,10,19,15,6455,True,8,6508
2021,11,2,18,6455,True,11,8565
2021,12,14,16,6455,False,1,4200
2021,10,22,16,6455,False,6,5288
2021,10,13,20,6455,True,5,2063
2021,12,15,15,6455,False,1,1520
2022,1,10,13,6455,True,7,4561
2021,12,10,18,6455,False,1,347
2022,1,19,14,6455,True,5,1470
2022,1,6,10,6455,False,1,1600
2021,10,12,18,6455,True,13,10687
2022,1,22,9,6455,True,9,4025
2021,10,12,12,6455,True,10,10557
2021,11,24,11,6455,True,16,11421
2021,12,9,19,6455,True,18,30732
2022,1,18,19,6455,True,14,9972
2021,10,11,8,6455,True,1,342
2021,10,7,17,6455,True,11,5620
2022,1,15,13,6455,True,12,8086
2021,10,27,18,6455,False,4,8350
2021,11,25,9,6455,True,4,2308
2021,12,30,12,6455,False,13,5560
2021,11,15,16,6455,False,42,20669
2021,12,8,14,6455,True,11,7715
2021,11,27,9,6455,True,5,4263
2021,10,26,16,6455,True,5,3926
2021,11,7,16,6455,True,7,2700
2022,1,25,15,6455,False,1,300
2021,12,11,16,6455,True,19,10265
2021,10,26,17,6455,True,24,14081
2021,12,7,16,6455,False,1,800
2021,11,2,11,6455,True,9,5220
2022,1,8,17,6455,True,6,13124
2021,12,10,13,6455,True,13,8639
2021,12,13,18,6455,True,16,10518
2021,10,10,15,6455,False,1,2600
2021,10,23,16,6455,True,5,15613
2021,10,15,17,6455,True,5,5067
2021,10,11,19,6455,True,10,9045
2021,12,6,12,6455,False,4,16370
2022,2,2,10,6455,False,2,9045
2021,11,17,12,6455,True,15,10237
2022,1,18,8,6455,True,4,2551
2021,10,31,10,6455,False,6,17584
2021,11,3,18,6455,True,5,4327
