Year,Month,Day,Hour,Warehouse,Traffic_stream,total_count,total_sum
2023,3,4,11,1545,True,10,8174
2023,3,4,17,1545,True,16,29902
2023,3,4,16,1545,True,8,7579
2023,3,4,12,1545,True,13,10260
2023,3,4,11,1545,False,4,10425
2023,3,4,10,1545,True,6,8683
2023,3,4,13,1545,False,3,2215
2023,3,4,15,1545,True,14,11721
2023,3,4,13,1545,True,9,9513
2023,3,4,14,1545,True,18,14054
2023,3,4,12,1545,False,7,30973
2023,3,4,15,1545,False,7,4015
2023,3,4,10,1545,False,1,18659
2023,3,4,14,1545,False,11,41812
2023,3,4,9,1545,False,8,5531
2023,3,4,16,1545,False,1,600
2023,3,4,17,1545,False,5,6880
2023,3,5,9,1545,True,7,6013
2023,3,5,10,1545,False,10,8592
2023,3,5,10,1545,True,13,8114
2023,3,5,11,1545,False,1,400
2023,3,5,11,1545,True,14,11063
2023,3,5,12,1545,False,4,9748
2023,3,5,12,1545,True,12,5539
2023,3,5,13,1545,True,13,14582
2023,3,5,14,1545,False,7,2995
2023,3,5,14,1545,True,8,26627
2023,3,5,15,1545,False,66,49424
2023,3,5,15,1545,True,16,21183
2023,3,5,16,1545,False,3,9700
2023,3,5,16,1545,True,9,7870
2023,3,5,17,1545,True,10,16061
2023,3,6,18,1545,False,24,57149
2023,3,6,11,1545,True,11,25629
2023,3,6,9,1545,True,10,31532
2023,3,6,12,1545,False,2,11012
2023,3,6,12,1545,True,11,6394
2023,3,6,17,1545,True,12,36552
2023,3,6,18,1545,True,8,6559
2023,3,6,10,1545,True,3,5208
2023,3,6,17,1545,False,33,45894
2023,3,6,19,1545,False,7,10980
2023,3,6,20,1545,True,4,5861
2023,3,6,19,1545,True,5,6407
2023,3,6,8,1545,False,1,3040
2023,3,6,14,1545,True,11,6553
2023,3,6,10,1545,False,5,67392
2023,3,6,15,1545,False,22,186037
2023,3,6,16,1545,False,1,5000
2023,3,6,13,1545,True,14,24938
2023,3,6,11,1545,False,25,101666
2023,3,6,8,1545,True,5,4139
2023,3,6,14,1545,False,64,48188
2023,3,6,16,1545,True,12,18133
2023,3,6,15,1545,True,10,12890
2023,3,6,13,1545,False,4,90348
2023,3,7,10,1545,False,43,75426
2023,3,7,9,1545,True,11,8560
2023,3,7,14,1545,True,15,28348
2023,3,7,15,1545,False,6,4940
2023,3,7,12,1545,True,12,23691
2023,3,7,15,1545,True,19,27482
2023,3,7,20,1545,True,11,7579
2023,3,7,9,1545,False,144,279342
2023,3,7,12,1545,False,43,97821
2023,3,7,13,1545,True,14,30933
2023,3,7,17,1545,True,24,22730
2023,3,7,13,1545,False,6,4397
2023,3,7,8,1545,False,3,30778
2023,3,7,16,1545,True,19,26579
2023,3,7,19,1545,False,6,1200
2023,3,7,18,1545,False,20,137093
2023,3,7,11,1545,True,8,12753
2023,3,7,14,1545,False,179,208657
2023,3,7,10,1545,True,5,31825
2023,3,7,17,1545,False,1,900
2023,3,7,19,1545,True,15,14443
2023,3,7,8,1545,True,5,4689
2023,3,7,18,1545,True,23,24759
2023,3,7,16,1545,False,10,12220
2023,3,8,12,1545,True,16,12113
2023,3,8,8,1545,False,7,24398
2023,3,8,18,1545,False,16,8937
2023,3,8,17,1545,True,10,9201
2023,3,8,13,1545,False,30,230134
2023,3,8,18,1545,True,4,6370
2023,3,8,12,1545,False,15,21751
2023,3,8,14,1545,False,8,35536
2023,3,8,16,1545,True,13,13482
2023,3,8,20,1545,True,2,2828
2023,3,8,16,1545,False,7,227181
2023,3,8,15,1545,True,17,11563
2023,3,8,14,1545,True,21,23219
2023,3,8,19,1545,True,6,3925
2023,3,8,9,1545,True,9,10044
2023,3,8,13,1545,True,11,14203
2023,3,8,17,1545,False,2,2220
2023,3,8,8,1545,True,3,3220
2023,3,8,10,1545,True,7,7844
2023,3,8,11,1545,True,9,24723
2023,3,8,10,1545,False,3,2590
2023,3,8,19,1545,False,1,450
2023,3,9,16,1545,False,3,1817
2023,3,9,9,1545,True,6,5048
2023,3,9,15,1545,True,14,15059
2023,3,9,11,1545,False,1,1800
2023,3,9,20,1545,True,9,16628
2023,3,9,15,1545,False,149,397426
2023,3,9,10,1545,False,7,26810
2023,3,9,8,1545,True,5,7439
2023,3,9,10,1545,True,3,9064
2023,3,9,18,1545,False,16,15751
2023,3,9,17,1545,False,2,9810
2023,3,9,19,1545,True,14,85140
2023,3,9,8,1545,False,9,15886
2023,3,9,12,1545,True,1,675
2023,3,9,19,1545,False,3,4239
2023,3,9,13,1545,False,44,37668
2023,3,9,18,1545,True,18,19197
2023,3,9,14,1545,False,13,20032
2023,3,9,17,1545,True,15,15424
2023,3,9,12,1545,False,18,37484
2023,3,9,20,1545,False,1,750
2023,3,9,16,1545,True,11,16236
2023,3,9,11,1545,True,13,13138
2023,3,9,13,1545,True,3,1465
2023,3,9,14,1545,True,21,84260
2023,3,10,8,1545,False,1,2000
2023,3,10,12,1545,True,7,66020
2023,3,10,18,1545,True,16,25490
2023,3,10,19,1545,False,10,15325
2023,3,10,14,1545,False,14,10170
2023,3,10,9,1545,False,11,10468
2023,3,10,18,1545,False,5,7705
2023,3,10,13,1545,False,56,161421
2023,3,10,11,1545,True,15,8337
2023,3,10,14,1545,True,18,20089
2023,3,10,12,1545,False,87,381046
2023,3,10,10,1545,False,94,211645
2023,3,10,13,1545,True,14,14349
2023,3,10,11,1545,False,2,6130
2023,3,10,16,1545,False,6,18950
2023,3,10,9,1545,True,8,10079
2023,3,10,17,1545,False,2,2200
2023,3,10,10,1545,True,6,8046
2023,3,10,20,1545,True,2,6044
2023,3,10,15,1545,True,7,9679
2023,3,10,19,1545,True,11,23035
2023,3,10,15,1545,False,7,15185
2023,3,10,16,1545,True,12,23995
2023,3,10,17,1545,True,10,13458
2023,3,10,8,1545,True,4,2746
2021,10,6,18,1545,False,8,5980
2021,12,14,20,1545,False,2,1060
2021,10,16,15,1545,True,15,11573
2021,12,8,12,1545,False,3,5949
2022,1,5,8,1545,False,2,11784
2021,12,20,10,1545,False,2,9875
2021,12,7,16,1545,False,28,34585
2022,1,17,15,1545,False,46,73823
2021,12,29,17,1545,False,24,66850
2021,10,29,19,1545,True,14,39850
2021,10,9,15,1545,False,11,13385
2021,10,28,16,1545,True,13,11073
2021,11,17,8,1545,True,6,6729
2022,1,12,15,1545,True,10,5667
2022,2,3,14,1545,True,15,6542
2021,10,22,11,1545,False,17,8591
2021,12,30,18,1545,True,39,33087
2021,12,14,11,1545,False,11,108887
2021,12,30,17,1545,True,21,12913
2021,11,6,12,1545,False,2,520
2022,1,3,10,1545,False,17,13729
2021,11,19,19,1545,True,17,23376
2021,12,24,17,1545,False,11,12409
2021,12,29,16,1545,True,31,45813
2021,11,29,13,1545,False,7,9656
2022,2,5,17,1545,False,4,1210
2021,11,19,20,1545,True,13,9754
2022,1,28,19,1545,False,138,119906
2022,1,11,14,1545,False,11,34140
2021,10,6,17,1545,True,17,9525
2021,10,3,10,1545,True,6,3658
2022,1,11,13,1545,False,182,72296
2021,11,24,16,1545,True,21,15877
2021,11,10,14,1545,False,17,18211
2021,11,30,13,1545,True,17,17959
2021,10,2,18,1545,False,20,14650
2021,11,1,13,1545,True,12,11771
2021,11,3,14,1545,False,12,149885
2021,11,4,15,1545,True,10,12919
2021,11,14,17,1545,False,6,1809
2021,10,15,15,1545,False,5,8884
2022,1,27,12,1545,False,45,71942
2022,1,27,19,1545,True,11,9396
2021,10,24,17,1545,False,4,8968
2022,1,8,10,1545,True,4,2205
2021,12,12,13,1545,False,2,1350
2022,1,18,14,1545,True,14,19941
2022,1,5,18,1545,False,2,2280
2021,10,13,17,1545,True,18,15571
