klk_EN,year,month,day,Warehouse,hours,cargotype,traffic_stream
20,2022,8,10,109,11_12,0,0
95,2022,8,10,109,16_17,0,0
35,2022,8,10,109,10_11,0,1
22,2022,8,10,109,08_09,0,1
1,2022,8,10,109,17_18,1,1
10,2022,8,10,109,08_09,0,0
31,2022,8,10,109,13_14,0,1
40,2022,8,10,109,15_16,0,0
39,2022,8,10,109,16_17,0,1
52,2022,8,10,109,18_19,0,0
52,2022,8,10,109,17_18,0,1
40,2022,8,10,109,15_16,0,1
1,2022,8,10,109,15_16,1,0
1,2022,8,10,109,13_14,1,0
21,2022,8,10,109,19_20,0,0
49,2022,8,10,109,11_12,0,1
1,2022,8,10,109,19_20,1,0
2,2022,8,10,109,11_12,1,1
46,2022,8,10,109,09_10,0,1
49,2022,8,10,109,12_13,0,1
18,2022,8,10,109,20_21,0,1
1,2022,8,10,109,16_17,1,0
1,2022,8,10,109,14_15,1,1
23,2022,8,10,109,20_21,0,0
34,2022,8,10,109,14_15,0,0
52,2022,8,10,109,17_18,0,0
30,2022,8,10,109,13_14,0,0
42,2022,8,10,109,14_15,0,1
21,2022,8,10,109,12_13,0,0
42,2022,8,10,109,18_19,0,1
36,2022,8,10,109,19_20,0,1
4,2022,8,11,109,09_10,0,0
33,2022,8,11,109,18_19,0,0
35,2022,8,11,109,15_16,0,0
29,2022,8,11,109,19_20,0,1
56,2022,8,11,109,17_18,0,1
34,2022,8,11,109,12_13,0,1
33,2022,8,11,109,14_15,0,1
21,2022,8,11,109,20_21,0,1
6,2022,8,11,109,08_09,0,0
20,2022,8,11,109,08_09,0,1
80,2022,8,11,109,17_18,0,0
14,2022,8,11,109,12_13,0,0
27,2022,8,11,109,14_15,0,0
22,2022,8,11,109,13_14,0,0
61,2022,8,11,109,09_10,0,1
37,2022,8,11,109,16_17,0,1
31,2022,8,11,109,18_19,0,1
33,2022,8,11,109,13_14,0,1
2,2022,8,11,109,18_19,1,0
11,2022,8,11,109,20_21,0,0
10,2022,8,11,109,07_08,0,1
3,2022,8,11,109,10_11,0,0
1,2022,8,11,109,10_11,1,0
10,2022,8,11,109,07_08,0,0
16,2022,8,11,109,11_12,0,0
26,2022,8,11,109,15_16,0,1
86,2022,8,11,109,16_17,0,0
37,2022,8,11,109,11_12,0,1
23,2022,8,11,109,10_11,0,1
39,2022,8,11,109,19_20,0,0
1,2022,8,12,109,21_22,0,1
32,2022,8,12,109,16_17,0,0
14,2022,8,12,109,20_21,0,1
42,2022,8,12,109,15_16,0,1
9,2022,8,12,109,20_21,0,0
28,2022,8,12,109,09_10,0,1
37,2022,8,12,109,17_18,0,1
11,2022,8,12,109,11_12,0,0
35,2022,8,12,109,14_15,0,1
14,2022,8,12,109,12_13,0,0
25,2022,8,12,109,14_15,0,0
16,2022,8,12,109,10_11,0,0
33,2022,8,12,109,10_11,0,1
13,2022,8,12,109,09_10,0,0
1,2022,8,12,109,10_11,1,0
56,2022,8,12,109,15_16,0,0
1,2022,8,12,109,13_14,1,1
50,2022,8,12,109,17_18,0,0
13,2022,8,12,109,19_20,0,0
33,2022,8,12,109,08_09,0,1
46,2022,8,12,109,13_14,0,1
1,2022,8,12,109,21_22,0,0
35,2022,8,12,109,11_12,0,1
31,2022,8,12,109,18_19,0,1
35,2022,8,12,109,19_20,0,1
25,2022,8,12,109,16_17,0,1
36,2022,8,12,109,12_13,0,1
32,2022,8,12,109,13_14,0,0
15,2022,8,12,109,08_09,0,0
75,2022,8,12,109,18_19,0,0
15,2022,7,18,109,08_09,0,0
136,2022,7,18,109,16_17,0,0
37,2022,7,18,109,09_10,0,1
12,2022,7,18,109,09_10,0,0
22,2022,7,18,109,17_18,0,1
15,2022,7,18,109,11_12,0,1
21,2022,7,18,109,10_11,0,1
36,2022,7,18,109,18_19,0,0
21,2022,7,18,109,08_09,0,1
12,2022,7,18,109,20_21,0,1
40,2022,7,18,109,20_21,0,0
19,2022,7,18,109,15_16,0,1
24,2022,7,18,109,13_14,0,0
23,2022,7,18,109,13_14,0,1
27,2022,7,18,109,14_15,0,1
48,2022,7,18,109,17_18,0,0
24,2022,7,18,109,12_13,0,0
21,2022,7,18,109,18_19,0,1
25,2022,7,18,109,19_20,0,1
15,2022,7,18,109,14_15,0,0
17,2022,7,18,109,11_12,0,0
18,2022,7,18,109,16_17,0,1
57,2022,7,18,109,15_16,0,0
101,2022,7,18,109,19_20,0,0
29,2022,7,18,109,12_13,0,1
1,2022,7,18,109,14_15,1,0
10,2022,7,18,109,10_11,0,0
25,2022,8,13,109,17_18,0,1
1,2022,8,13,109,17_18,1,1
27,2022,8,13,109,13_14,0,1
38,2022,8,13,109,15_16,0,0
21,2022,8,13,109,14_15,0,1
13,2022,8,13,109,14_15,0,0
4,2022,8,13,109,10_11,0,0
5,2022,8,13,109,08_09,0,1
30,2022,8,13,109,15_16,0,1
5,2022,8,13,109,08_09,0,0
11,2022,8,13,109,17_18,0,0
1,2022,8,13,109,15_16,1,0
31,2022,8,13,109,10_11,0,1
27,2022,8,13,109,12_13,0,1
15,2022,8,13,109,16_17,0,0
7,2022,8,13,109,11_12,0,0
9,2022,8,13,109,12_13,0,0
12,2022,8,13,109,13_14,0,0
16,2022,8,13,109,09_10,0,0
87,2022,7,19,109,19_20,0,0
26,2022,7,19,109,15_16,0,1
12,2022,7,19,109,08_09,0,0
41,2022,7,19,109,11_12,0,1
29,2022,7,19,109,09_10,0,1
16,2022,7,19,109,12_13,0,0
24,2022,7,19,109,13_14,0,0
69,2022,7,19,109,18_19,0,0
12,2022,7,19,109,11_12,0,0
40,2022,7,19,109,19_20,0,1
145,2022,7,19,109,17_18,0,0
31,2022,7,19,109,10_11,0,1
44,2022,7,19,109,14_15,0,1
13,2022,7,19,109,10_11,0,0
43,2022,7,19,109,12_13,0,1
32,2022,7,19,109,13_14,0,1
40,2022,7,19,109,18_19,0,1
41,2022,7,19,109,16_17,0,0
1,2022,7,19,109,15_16,1,1
22,2022,7,19,109,14_15,0,0
28,2022,7,19,109,16_17,0,1
30,2022,7,19,109,15_16,0,0
19,2022,7,19,109,08_09,0,1
73,2022,7,19,109,17_18,0,1
17,2022,7,19,109,20_21,0,0
20,2022,7,19,109,20_21,0,1
13,2022,7,19,109,09_10,0,0
1,2022,8,13,109,11_12,1,1
25,2022,8,13,109,11_12,0,1
30,2022,8,13,109,16_17,0,1
11,2022,8,13,109,09_10,0,1
19,2022,7,20,109,20_21,0,1
34,2022,7,20,109,14_15,0,0
64,2022,7,20,109,18_19,0,0
46,2022,7,20,109,16_17,0,1
9,2022,7,20,109,08_09,0,0
10,2022,7,20,109,12_13,0,0
20,2022,7,20,109,16_17,0,0
1,2022,7,20,109,17_18,1,1
18,2022,7,20,109,14_15,0,1
30,2022,7,20,109,19_20,0,1
27,2022,7,20,109,13_14,0,0
45,2022,7,20,109,17_18,0,1
21,2022,7,20,109,11_12,0,0
9,2022,7,20,109,20_21,0,0
1,2022,7,20,109,18_19,1,0
45,2022,7,20,109,10_11,0,1
87,2022,7,20,109,17_18,0,0
73,2022,7,20,109,15_16,0,0
45,2022,7,20,109,15_16,0,1
41,2022,7,20,109,13_14,0,1
70,2022,7,20,109,19_20,0,0
1,2022,7,20,109,11_12,1,0
24,2022,7,20,109,08_09,0,1
1,2022,7,20,109,21_22,0,1
39,2022,7,20,109,09_10,0,1
40,2022,7,20,109,18_19,0,1
47,2022,7,20,109,12_13,0,1
9,2022,7,20,109,09_10,0,0
9,2022,7,20,109,10_11,0,0
43,2022,7,20,109,11_12,0,1
28,2022,8,14,109,12_13,0,1
15,2022,8,14,109,16_17,0,0
3,2022,8,14,109,13_14,0,0
45,2022,8,14,109,11_12,0,1
16,2022,8,14,109,11_12,0,0
14,2022,8,14,109,16_17,0,1
3,2022,8,14,109,08_09,0,1
19,2022,8,14,109,15_16,0,1
15,2022,8,14,109,09_10,0,1
1,2022,8,14,109,18_19,0,0
8,2022,8,14,109,14_15,0,0
1,2022,8,14,109,15_16,1,0
9,2022,8,14,109,10_11,0,0
15,2022,8,14,109,12_13,0,0
3,2022,8,14,109,08_09,0,0
8,2022,8,14,109,09_10,0,0
26,2022,8,14,109,13_14,0,1
33,2022,8,14,109,17_18,0,0
15,2022,8,14,109,15_16,0,0
32,2022,8,14,109,10_11,0,1
24,2022,8,14,109,14_15,0,1
60,2022,7,21,109,18_19,0,0
8,2022,7,21,109,09_10,0,0
35,2022,7,21,109,17_18,0,0
83,2022,7,21,109,19_20,0,0
28,2022,7,21,109,15_16,0,1
26,2022,7,21,109,09_10,0,1
30,2022,7,21,109,11_12,0,1
31,2022,7,21,109,16_17,0,0
38,2022,7,21,109,19_20,0,1
36,2022,7,21,109,13_14,0,1
1,2022,7,21,109,08_09,1,1
24,2022,7,21,109,20_21,0,1
15,2022,7,21,109,08_09,0,0
42,2022,7,21,109,14_15,0,1
37,2022,7,21,109,18_19,0,1
39,2022,7,21,109,15_16,0,0
26,2022,7,21,109,12_13,0,1
32,2022,7,21,109,14_15,0,0
24,2022,7,21,109,11_12,0,0
1,2022,7,21,109,12_13,1,1
19,2022,7,21,109,10_11,0,1
41,2022,7,21,109,16_17,0,1
42,2022,7,21,109,08_09,0,1
31,2022,7,21,109,13_14,0,0
22,2022,7,21,109,10_11,0,0
22,2022,7,21,109,12_13,0,0
17,2022,7,21,109,20_21,0,0
59,2022,7,21,109,17_18,0,1
22,2022,8,14,109,17_18,0,1
11,2022,7,22,109,09_10,0,0
49,2022,7,22,109,15_16,0,0
12,2022,7,22,109,10_11,0,0
60,2022,7,22,109,16_17,0,0
16,2022,7,22,109,20_21,0,1
39,2022,7,22,109,13_14,0,0
9,2022,7,22,109,19_20,0,1
14,2022,7,22,109,20_21,0,0
15,2022,7,22,109,08_09,0,0
44,2022,7,22,109,11_12,0,1
30,2022,7,22,109,12_13,0,0
30,2022,7,22,109,09_10,0,1
87,2022,7,22,109,18_19,0,0
9,2022,7,22,109,11_12,0,0
29,2022,7,22,109,08_09,0,1
1,2022,7,22,109,16_17,1,0
24,2022,7,22,109,14_15,0,1
32,2022,7,22,109,13_14,0,1
43,2022,7,22,109,12_13,0,1
32,2022,7,22,109,10_11,0,1
43,2022,7,22,109,18_19,0,1
57,2022,7,22,109,17_18,0,0
23,2022,7,22,109,19_20,0,0
23,2022,7,22,109,16_17,0,1
32,2022,7,22,109,17_18,0,1
29,2022,7,22,109,15_16,0,1
21,2022,7,22,109,14_15,0,0
7,2022,7,23,109,10_11,0,0
1,2022,7,23,109,08_09,0,1
31,2022,7,23,109,14_15,0,1
40,2022,7,23,109,13_14,0,1
15,2022,7,23,109,16_17,0,0
15,2022,7,23,109,09_10,0,1
11,2022,7,23,109,11_12,0,0
33,2022,7,23,109,15_16,0,1
7,2022,7,23,109,18_19,0,1
1,2022,7,23,109,16_17,1,0
1,2022,7,23,109,18_19,1,0
9,2022,7,23,109,12_13,0,0
14,2022,7,23,109,14_15,0,0
36,2022,7,23,109,12_13,0,1
55,2022,7,23,109,17_18,0,0
1,2022,7,23,109,18_19,0,0
27,2022,7,23,109,10_11,0,1
24,2022,7,23,109,13_14,0,0
28,2022,7,23,109,17_18,0,1
36,2022,7,23,109,15_16,0,0
41,2022,7,23,109,11_12,0,1
24,2022,7,23,109,16_17,0,1
1,2022,7,23,109,08_09,0,0
5,2022,7,23,109,09_10,0,0
1,2022,7,24,109,14_15,1,0
31,2022,7,24,109,16_17,0,1
9,2022,7,24,109,09_10,0,0
19,2022,7,24,109,17_18,0,1
22,2022,7,24,109,14_15,0,1
9,2022,7,24,109,13_14,0,0
11,2022,7,24,109,11_12,0,0
13,2022,7,24,109,10_11,0,0
35,2022,7,24,109,13_14,0,1
15,2022,7,24,109,12_13,0,0
34,2022,7,24,109,15_16,0,1
14,2022,7,24,109,16_17,0,0
22,2022,7,24,109,15_16,0,0
34,2022,7,24,109,10_11,0,1
4,2022,7,24,109,17_18,0,0
18,2022,7,24,109,09_10,0,1
27,2022,7,24,109,11_12,0,1
13,2022,7,24,109,14_15,0,0
1,2022,7,24,109,16_17,1,1
31,2022,7,24,109,12_13,0,1
34,2022,8,17,109,15_16,0,1
16,2019,1,8,109,11_12,0,1
5,2019,1,8,109,08_09,0,0
4,2019,1,8,109,08_09,0,1
8,2019,1,8,109,10_11,0,0
27,2019,1,8,109,17_18,0,0
11,2019,1,8,109,10_11,0,1
19,2019,1,8,109,17_18,0,1
28,2019,1,8,109,13_14,0,0
9,2019,1,8,109,13_14,0,1
6,2019,1,9,109,11_12,0,1
17,2019,1,9,109,14_15,0,1
23,2019,1,9,109,14_15,0,0
7,2019,1,9,109,11_12,0,0
20,2019,1,9,109,15_16,0,1
10,2019,1,9,109,15_16,0,0
1,2019,1,9,109,18_19,0,1
13,2019,1,9,109,12_13,0,1
7,2019,1,9,109,09_10,0,1
12,2019,1,9,109,09_10,0,0
10,2019,1,9,109,12_13,0,0
12,2019,1,9,109,16_17,0,1
29,2019,1,9,109,16_17,0,0
18,2019,1,9,109,17_18,0,1
10,2019,1,9,109,17_18,0,0
3,2019,1,9,109,08_09,0,1
12,2019,1,9,109,08_09,0,0
10,2019,1,9,109,13_14,0,0
24,2019,1,9,109,13_14,0,1
3,2019,1,9,109,10_11,0,0
15,2019,1,9,109,10_11,0,1
18,2019,1,19,109,10_11,0,1
18,2019,1,4,109,13_14,0,1
11,2019,1,4,109,16_17,0,0
8,2019,1,4,109,09_10,0,0
1,2019,1,4,109,09_10,0,1
11,2019,1,4,109,16_17,0,1
4,2019,1,4,109,12_13,0,0
12,2019,1,4,109,12_13,0,1
18,2019,1,5,109,13_14,0,1
9,2019,1,5,109,13_14,0,0
9,2019,1,5,109,17_18,0,1
17,2019,1,5,109,10_11,0,1
4,2019,1,5,109,17_18,0,0
7,2019,1,5,109,10_11,0,0
4,2019,1,5,109,08_09,0,0
13,2019,1,5,109,11_12,0,1
4,2019,1,5,109,11_12,0,0
2,2019,1,5,109,09_10,0,1
17,2019,1,5,109,12_13,0,1
7,2019,1,5,109,12_13,0,0
12,2020,6,3,109,09_10,0,0
1,2020,5,15,109,19_20,0,1
22,2020,5,19,109,14_15,0,1
9,2019,1,5,109,14_15,0,0
21,2019,1,5,109,14_15,0,1
15,2019,1,5,109,15_16,0,0
7,2019,1,5,109,16_17,0,0
8,2019,1,5,109,16_17,0,1
12,2019,1,5,109,15_16,0,1
17,2019,3,4,109,17_18,0,1
4,2019,1,8,109,09_10,0,1
16,2019,1,8,109,16_17,0,1
5,2019,1,8,109,09_10,0,0
47,2019,1,8,109,16_17,0,0
8,2019,1,8,109,15_16,0,1
16,2019,1,8,109,14_15,0,1
9,2019,1,8,109,14_15,0,0
15,2019,1,8,109,12_13,0,0
13,2019,1,8,109,12_13,0,1
19,2019,1,11,109,17_18,0,1
8,2020,8,31,109,16_17,0,1
23,2019,1,11,109,17_18,0,0
15,2019,1,11,109,10_11,0,1
17,2019,1,11,109,14_15,0,1
7,2019,1,11,109,10_11,0,0
15,2019,1,11,109,14_15,0,0
7,2019,1,11,109,08_09,0,1
23,2019,1,11,109,11_12,0,1
1,2019,1,11,109,08_09,0,0
4,2019,1,11,109,11_12,0,0
27,2019,1,11,109,12_13,0,1
8,2019,1,11,109,12_13,0,0
3,2019,1,11,109,09_10,0,1
44,2019,1,11,109,16_17,0,0
27,2019,1,11,109,15_16,0,0
27,2019,1,11,109,15_16,0,1
21,2019,1,11,109,16_17,0,1
5,2019,1,11,109,09_10,0,0
13,2019,1,12,109,10_11,0,1
5,2019,1,12,109,10_11,0,0
22,2020,1,16,109,13_14,0,1
33,2019,1,12,109,13_14,0,1
3,2019,1,12,109,08_09,0,1
9,2019,1,12,109,13_14,0,0
3,2019,1,12,109,08_09,0,0
7,2019,2,20,109,13_14,0,0
17,2020,1,20,109,11_12,0,1
25,2019,5,3,109,12_13,0,1
19,2019,5,30,109,13_14,0,1
12,2019,1,10,109,11_12,0,0
19,2020,8,27,109,17_18,0,1
30,2022,7,25,109,14_15,0,0
43,2022,7,25,109,15_16,0,0
2,2022,7,25,109,07_08,0,1
20,2022,7,25,109,10_11,0,1
38,2022,7,25,109,16_17,0,0
13,2022,7,25,109,12_13,0,1
10,2022,7,25,109,09_10,0,0
46,2022,7,25,109,13_14,0,0
2,2022,7,25,109,07_08,0,0
34,2022,7,25,109,11_12,0,1
7,2022,7,25,109,20_21,0,0
6,2022,7,25,109,08_09,0,0
19,2022,7,25,109,15_16,0,1
37,2022,7,25,109,19_20,0,1
20,2022,7,25,109,16_17,0,1
13,2022,7,25,109,12_13,0,0
149,2022,7,25,109,18_19,0,0
18,2022,7,25,109,08_09,0,1
13,2022,7,25,109,20_21,0,1
18,2022,7,25,109,10_11,0,0
33,2022,7,25,109,17_18,0,1
1,2022,7,25,109,20_21,1,0
30,2022,7,25,109,13_14,0,1
31,2022,7,25,109,18_19,0,1
69,2022,7,25,109,19_20,0,0
26,2022,7,25,109,11_12,0,0
35,2022,7,25,109,09_10,0,1
28,2022,7,25,109,14_15,0,1
89,2022,7,25,109,17_18,0,0
1,2022,7,25,109,15_16,1,0
26,2022,7,26,109,20_21,0,1
1,2022,7,26,109,09_10,1,0
12,2022,7,26,109,11_12,0,0
26,2022,7,26,109,08_09,0,1
28,2022,7,26,109,16_17,0,1
29,2022,7,26,109,11_12,0,1
1,2022,7,26,109,14_15,1,0
41,2022,7,26,109,09_10,0,1
33,2022,7,26,109,17_18,0,1
108,2022,7,26,109,19_20,0,0
72,2022,7,26,109,18_19,0,0
30,2022,7,26,109,13_14,0,0
36,2022,7,26,109,14_15,0,1
14,2022,7,26,109,10_11,0,0
65,2022,7,26,109,18_19,0,1
43,2022,7,26,109,15_16,0,1
10,2022,7,26,109,09_10,0,0
11,2022,7,26,109,20_21,0,0
28,2022,7,26,109,12_13,0,0
1,2022,7,26,109,10_11,1,0
45,2022,7,26,109,16_17,0,0
30,2022,7,26,109,13_14,0,1
3,2022,7,26,109,08_09,0,0
2,2022,7,26,109,12_13,1,1
35,2022,7,26,109,19_20,0,1
57,2022,7,26,109,17_18,0,0
2,2022,7,26,109,20_21,1,1
35,2022,7,26,109,15_16,0,0
29,2022,7,26,109,10_11,0,1
31,2022,7,26,109,14_15,0,0
37,2022,7,26,109,12_13,0,1
28,2022,7,27,109,14_15,0,1
73,2022,7,27,109,15_16,0,0
38,2022,7,27,109,18_19,0,1
70,2022,7,27,109,14_15,0,0
41,2022,7,27,109,13_14,0,1
1,2022,7,27,109,14_15,1,1
72,2022,7,27,109,16_17,0,0
66,2022,7,27,109,19_20,0,0
28,2022,7,27,109,11_12,0,0
29,2022,7,27,109,09_10,0,1
37,2022,7,27,109,15_16,0,1
9,2022,7,27,109,10_11,0,0
1,2022,7,27,109,16_17,1,0
10,2022,7,27,109,13_14,0,0
25,2022,7,27,109,08_09,0,0
29,2022,7,27,109,20_21,0,1
61,2022,7,27,109,17_18,0,1
38,2022,7,27,109,10_11,0,1
39,2022,7,27,109,12_13,0,1
24,2022,7,27,109,12_13,0,0
10,2022,7,27,109,20_21,0,0
57,2022,7,27,109,18_19,0,0
14,2022,7,27,109,09_10,0,0
31,2022,7,27,109,16_17,0,1
33,2022,7,27,109,08_09,0,1
24,2022,7,27,109,19_20,0,1
30,2022,7,27,109,11_12,0,1
63,2022,7,27,109,17_18,0,0
30,2022,7,28,109,11_12,0,1
19,2022,7,28,109,10_11,0,0
33,2022,7,28,109,14_15,0,1
15,2022,7,28,109,11_12,0,0
32,2022,7,28,109,15_16,0,1
24,2022,7,28,109,19_20,0,1
4,2022,7,28,109,20_21,0,0
26,2022,7,28,109,18_19,0,0
4,2022,7,28,109,09_10,0,0
27,2022,7,28,109,09_10,0,1
18,2022,7,28,109,20_21,0,1
16,2022,7,28,109,08_09,0,1
44,2022,7,28,109,18_19,0,1
50,2022,7,28,109,17_18,0,1
37,2022,7,28,109,10_11,0,1
2,2022,7,28,109,18_19,1,0
1,2022,7,28,109,19_20,1,1
5,2022,7,28,109,08_09,0,0
2,2022,7,28,109,07_08,0,1
11,2022,7,28,109,12_13,0,0
123,2022,7,28,109,19_20,0,0
70,2022,7,28,109,16_17,0,0
66,2022,7,28,109,17_18,0,0
32,2022,7,28,109,16_17,0,1
25,2022,7,28,109,13_14,0,1
2,2022,7,28,109,07_08,0,0
41,2022,7,28,109,14_15,0,0
38,2022,7,28,109,13_14,0,0
44,2022,7,28,109,12_13,0,1
44,2022,7,28,109,15_16,0,0
38,2022,7,29,109,16_17,0,0
32,2022,7,29,109,19_20,0,1
1,2022,7,29,109,13_14,1,1
21,2022,7,29,109,20_21,0,0
67,2022,7,29,109,17_18,0,0
32,2022,7,29,109,14_15,0,0
54,2022,7,29,109,13_14,0,1
38,2022,7,29,109,15_16,0,1
31,2022,7,29,109,10_11,0,1
1,2022,7,29,109,16_17,1,0
10,2022,7,29,109,12_13,0,0
6,2022,7,29,109,10_11,0,0
62,2022,7,29,109,18_19,0,0
1,2022,7,29,109,10_11,1,1
9,2022,7,29,109,09_10,0,0
64,2022,7,29,109,17_18,0,1
36,2022,7,29,109,12_13,0,1
106,2022,7,29,109,15_16,0,0
43,2022,7,29,109,11_12,0,1
17,2022,7,29,109,13_14,0,0
28,2022,7,29,109,09_10,0,1
34,2022,7,29,109,16_17,0,1
16,2022,7,29,109,08_09,0,0
34,2022,7,29,109,19_20,0,0
5,2022,7,29,109,21_22,0,0
44,2022,7,29,109,18_19,0,1
36,2022,7,29,109,14_15,0,1
17,2022,7,29,109,11_12,0,0
12,2022,7,29,109,20_21,0,1
29,2022,7,29,109,08_09,0,1
1,2022,7,30,109,18_19,0,1
13,2022,7,30,109,15_16,0,0
33,2022,7,30,109,13_14,0,1
21,2022,7,30,109,16_17,0,1
23,2022,7,30,109,14_15,0,0
22,2022,7,30,109,17_18,0,0
12,2022,7,30,109,09_10,0,0
41,2022,7,30,109,12_13,0,0
17,2022,7,30,109,10_11,0,1
19,2022,7,30,109,09_10,0,1
25,2022,7,30,109,13_14,0,0
30,2022,7,30,109,17_18,0,1
28,2022,7,30,109,15_16,0,1
51,2022,7,30,109,12_13,0,1
31,2022,7,30,109,11_12,0,1
17,2022,7,30,109,16_17,0,0
1,2022,7,30,109,17_18,1,0
38,2022,7,30,109,14_15,0,1
23,2022,7,31,109,13_14,0,1
37,2022,7,31,109,09_10,0,0
