klk_EN,year,month,day,Warehouse,hours,cargotype,traffic_stream
1,2022,8,11,6455,18_19,1,1
3,2022,8,11,6455,09_10,0,0
38,2022,8,11,6455,15_16,0,1
38,2022,8,11,6455,09_10,0,1
6,2022,8,11,6455,10_11,0,0
1,2022,8,11,6455,07_08,0,0
4,2022,8,11,6455,14_15,0,0
8,2022,8,11,6455,20_21,0,0
1,2022,8,11,6455,07_08,0,1
25,2022,8,11,6455,16_17,0,1
43,2022,8,11,6455,18_19,0,1
11,2022,8,11,6455,11_12,0,0
103,2022,8,11,6455,16_17,0,0
29,2022,8,11,6455,19_20,0,1
13,2022,8,11,6455,15_16,0,0
22,2022,8,11,6455,19_20,0,0
35,2022,8,11,6455,14_15,0,1
16,2022,8,11,6455,13_14,0,0
7,2022,8,11,6455,08_09,0,0
1,2022,8,11,6455,14_15,1,0
19,2022,8,11,6455,18_19,0,0
38,2022,8,11,6455,12_13,0,1
13,2022,8,12,6455,08_09,0,1
22,2022,8,12,6455,20_21,0,1
75,2022,8,12,6455,15_16,0,0
36,2022,8,12,6455,12_13,0,1
30,2022,8,12,6455,10_11,0,1
1,2022,8,12,6455,07_08,0,0
48,2022,8,12,6455,11_12,0,1
17,2022,8,12,6455,19_20,0,0
20,2022,8,12,6455,11_12,0,0
10,2022,8,12,6455,12_13,0,0
8,2022,8,12,6455,08_09,0,0
63,2022,8,12,6455,17_18,0,0
20,2022,8,12,6455,10_11,0,0
46,2022,8,12,6455,17_18,0,1
37,2022,8,12,6455,16_17,0,0
20,2022,8,12,6455,16_17,0,1
14,2022,8,12,6455,20_21,0,0
5,2022,8,12,6455,09_10,0,0
23,2022,8,12,6455,15_16,0,1
31,2022,8,12,6455,18_19,0,0
28,2022,8,12,6455,18_19,0,1
55,2022,8,12,6455,13_14,0,1
25,2022,8,12,6455,09_10,0,1
25,2022,8,12,6455,14_15,0,1
27,2022,8,12,6455,19_20,0,1
1,2022,8,12,6455,07_08,0,1
14,2022,8,12,6455,13_14,0,0
15,2022,8,12,6455,14_15,0,0
4,2022,7,18,6455,07_08,0,1
12,2022,7,18,6455,15_16,0,0
3,2022,7,18,6455,08_09,0,0
22,2022,7,18,6455,11_12,0,0
14,2022,7,18,6455,14_15,0,0
22,2022,7,18,6455,12_13,0,0
27,2022,7,18,6455,11_12,0,1
10,2022,7,18,6455,14_15,0,1
3,2022,7,18,6455,07_08,0,0
26,2022,7,18,6455,09_10,0,1
50,2022,7,18,6455,18_19,0,0
212,2022,7,18,6455,17_18,0,0
25,2022,7,18,6455,10_11,0,1
3,2022,7,18,6455,20_21,0,0
2,2022,7,18,6455,09_10,0,0
27,2022,7,18,6455,12_13,0,1
15,2022,7,18,6455,16_17,0,1
30,2022,7,18,6455,13_14,0,1
6,2022,7,18,6455,20_21,0,1
27,2022,7,18,6455,18_19,0,1
33,2022,7,18,6455,19_20,0,0
22,2022,7,18,6455,13_14,0,0
36,2022,7,18,6455,17_18,0,1
9,2022,7,18,6455,15_16,0,1
26,2022,7,18,6455,19_20,0,1
39,2022,7,18,6455,16_17,0,0
22,2022,7,18,6455,08_09,0,1
7,2022,7,18,6455,10_11,0,0
1,2022,8,13,6455,13_14,1,1
33,2022,8,13,6455,14_15,0,1
4,2022,8,13,6455,18_19,0,1
1,2022,8,13,6455,16_17,1,1
12,2022,8,13,6455,17_18,0,0
26,2022,8,13,6455,16_17,0,0
22,2022,8,13,6455,15_16,0,1
23,2022,8,13,6455,09_10,0,1
46,2022,8,13,6455,12_13,0,1
2,2022,8,13,6455,18_19,0,0
4,2022,8,13,6455,10_11,0,0
44,2022,8,13,6455,11_12,0,1
28,2022,8,13,6455,16_17,0,1
8,2022,8,13,6455,15_16,0,0
17,2022,8,13,6455,13_14,0,0
15,2022,8,13,6455,09_10,0,0
42,2022,8,13,6455,13_14,0,1
11,2022,8,13,6455,14_15,0,0
1,2022,8,13,6455,15_16,1,0
9,2022,7,19,6455,13_14,0,0
19,2022,7,19,6455,09_10,0,1
4,2022,7,19,6455,20_21,0,0
191,2022,7,19,6455,16_17,0,0
7,2022,7,19,6455,15_16,0,0
3,2022,7,19,6455,09_10,0,0
18,2022,7,19,6455,19_20,0,0
75,2022,7,19,6455,17_18,0,1
50,2022,7,19,6455,14_15,0,1
31,2022,7,19,6455,16_17,0,1
27,2022,7,19,6455,19_20,0,1
40,2022,7,19,6455,17_18,0,0
1,2022,7,19,6455,07_08,0,1
19,2022,7,19,6455,11_12,0,1
3,2022,7,19,6455,18_19,1,0
25,2022,7,19,6455,12_13,0,1
20,2022,7,19,6455,10_11,0,1
37,2022,7,19,6455,18_19,0,1
1,2022,7,19,6455,07_08,0,0
26,2022,7,19,6455,13_14,0,1
8,2022,7,19,6455,10_11,0,0
6,2022,7,19,6455,11_12,0,0
14,2022,7,19,6455,08_09,0,1
23,2022,7,19,6455,12_13,0,0
15,2022,7,19,6455,18_19,0,0
23,2022,7,19,6455,15_16,0,1
13,2022,7,19,6455,20_21,0,1
20,2022,7,19,6455,14_15,0,0
12,2022,8,13,6455,12_13,0,0
5,2022,8,13,6455,11_12,0,0
23,2022,8,13,6455,10_11,0,1
19,2022,8,13,6455,17_18,0,1
79,2022,7,20,6455,16_17,0,0
7,2022,7,20,6455,08_09,0,0
85,2022,7,20,6455,17_18,0,0
10,2022,7,20,6455,11_12,0,0
15,2022,7,20,6455,12_13,0,0
10,2022,7,20,6455,15_16,0,0
26,2022,7,20,6455,20_21,0,1
31,2022,7,20,6455,14_15,0,1
10,2022,7,20,6455,08_09,0,1
2,2022,7,20,6455,09_10,0,0
36,2022,7,20,6455,17_18,0,1
24,2022,7,20,6455,11_12,0,1
26,2022,7,20,6455,14_15,0,0
31,2022,7,20,6455,15_16,0,1
9,2022,7,20,6455,10_11,0,0
4,2022,7,20,6455,20_21,0,0
24,2022,7,20,6455,13_14,0,1
39,2022,7,20,6455,10_11,0,1
55,2022,7,20,6455,18_19,0,1
9,2022,7,20,6455,19_20,0,0
11,2022,7,20,6455,13_14,0,0
23,2022,7,20,6455,18_19,0,0
25,2022,7,20,6455,16_17,0,1
40,2022,7,20,6455,12_13,0,1
31,2022,7,20,6455,19_20,0,1
37,2022,7,20,6455,09_10,0,1
33,2022,8,14,6455,12_13,0,1
23,2022,8,14,6455,09_10,0,1
6,2022,8,14,6455,17_18,0,0
7,2022,8,14,6455,09_10,0,0
2,2022,8,14,6455,10_11,0,0
34,2022,8,14,6455,15_16,0,1
3,2022,8,14,6455,08_09,0,1
8,2022,8,14,6455,15_16,0,0
26,2022,8,14,6455,16_17,0,1
29,2022,8,14,6455,10_11,0,1
26,2022,8,14,6455,14_15,0,1
22,2022,8,14,6455,17_18,0,1
12,2022,8,14,6455,14_15,0,0
10,2022,8,14,6455,11_12,0,0
17,2022,8,14,6455,13_14,0,1
18,2022,8,14,6455,12_13,0,0
38,2022,8,14,6455,11_12,0,1
5,2022,8,14,6455,13_14,0,0
12,2022,8,14,6455,16_17,0,0
3,2022,8,14,6455,08_09,0,0
2,2022,8,14,6455,17_18,1,1
1,2022,7,21,6455,11_12,1,0
38,2022,7,21,6455,17_18,0,1
2,2022,7,21,6455,20_21,0,0
8,2022,7,21,6455,18_19,1,0
33,2022,7,21,6455,13_14,0,1
11,2022,7,21,6455,10_11,0,1
25,2022,7,21,6455,15_16,0,0
29,2022,7,21,6455,19_20,0,0
20,2022,7,21,6455,20_21,0,1
15,2022,7,21,6455,13_14,0,0
2,2022,7,21,6455,10_11,1,1
87,2022,7,21,6455,16_17,0,0
41,2022,7,21,6455,18_19,0,1
48,2022,7,21,6455,19_20,0,1
29,2022,7,21,6455,09_10,0,1
8,2022,7,21,6455,08_09,0,0
8,2022,7,21,6455,09_10,0,0
6,2022,7,21,6455,10_11,0,0
2,2022,7,21,6455,21_22,0,0
43,2022,7,21,6455,16_17,0,1
2,2022,7,21,6455,21_22,0,1
32,2022,7,21,6455,15_16,0,1
31,2022,7,21,6455,11_12,0,1
36,2022,7,21,6455,12_13,0,1
21,2022,7,21,6455,08_09,0,1
32,2022,7,21,6455,14_15,0,1
14,2022,7,21,6455,12_13,0,0
9,2022,7,21,6455,14_15,0,0
9,2022,7,21,6455,11_12,0,0
22,2022,7,21,6455,18_19,0,0
105,2022,7,21,6455,17_18,0,0
35,2022,7,22,6455,10_11,0,1
7,2022,7,22,6455,07_08,0,0
27,2022,7,22,6455,16_17,0,1
