klk_EN,year,month,day,iWarehouseSenderID,hours,cargotype,traffic_stream
3,2019,5,6,1545,22_23,0,0
324,2019,5,6,1545,17_18,0,0
1,2019,5,6,1545,10_11,1,1
37,2019,5,6,1545,12_13,0,1
72,2019,5,6,1545,18_19,0,1
1,2019,5,6,1545,17_18,1,1
5,2019,5,6,1545,07_08,0,0
923,2019,5,6,1545,18_19,0,0
22,2019,5,6,1545,12_13,0,0
2,2019,5,6,1545,19_20,1,1
13,2019,5,6,1545,08_09,0,0
1,2019,5,6,1545,13_14,1,1
42,2019,5,6,1545,08_09,0,1
17,2020,5,6,1545,10_11,0,0
1,2020,5,6,1545,11_12,1,0
338,2020,5,6,1545,17_18,0,0
73,2020,5,6,1545,10_11,0,1
93,2020,5,6,1545,17_18,0,1
462,2020,5,6,1545,18_19,0,0
1,2020,5,6,1545,00_01,0,0
14,2020,5,6,1545,08_09,0,0
1,2020,5,6,1545,15_16,1,1
53,2020,5,6,1545,18_19,0,1
22,2020,5,6,1545,08_09,0,1
662,2020,5,6,1545,19_20,0,0
53,2020,5,6,1545,13_14,0,0
56,2020,5,6,1545,19_20,0,1
65,2020,5,6,1545,13_14,0,1
67,2020,5,6,1545,14_15,0,0
106,2020,5,6,1545,20_21,0,0
64,2020,5,6,1545,15_16,0,0
69,2020,5,6,1545,14_15,0,1
49,2020,5,6,1545,20_21,0,1
60,2020,5,6,1545,15_16,0,1
16,2020,5,6,1545,21_22,0,0
1,2020,5,6,1545,16_17,1,0
1,2020,5,6,1545,21_22,0,1
34,2020,5,6,1545,11_12,0,0
33,2020,5,6,1545,12_13,0,0
12,2020,5,6,1545,09_10,0,0
372,2020,5,6,1545,16_17,0,0
79,2020,5,6,1545,11_12,0,1
86,2020,5,6,1545,12_13,0,1
47,2020,5,6,1545,09_10,0,1
84,2020,5,6,1545,16_17,0,1
103,2021,5,6,1545,16_17,0,0
1,2021,5,6,1545,17_18,1,0
24,2021,5,6,1545,09_10,0,0
59,2021,5,6,1545,16_17,0,1
45,2021,5,6,1545,09_10,0,1
37,2021,5,6,1545,12_13,0,0
232,2021,5,6,1545,18_19,0,0
1,2021,5,6,1545,19_20,1,0
15,2021,5,6,1545,08_09,0,0
1,2021,5,6,1545,13_14,1,0
120,2021,5,6,1545,20_21,0,0
91,2021,5,6,1545,18_19,0,1
71,2021,5,6,1545,12_13,0,1
1,2021,5,6,1545,13_14,1,1
19,2021,5,6,1545,08_09,0,1
61,2021,5,6,1545,20_21,0,1
89,2021,5,6,1545,15_16,0,0
24,2021,5,6,1545,14_15,0,0
13,2021,5,6,1545,10_11,0,0
69,2021,5,6,1545,15_16,0,1
1,2021,5,6,1545,12_13,1,1
51,2021,5,6,1545,10_11,0,1
48,2021,5,6,1545,14_15,0,1
22,2021,5,6,1545,11_12,0,0
44,2021,5,6,1545,11_12,0,1
15,2021,5,6,1545,23_24,0,0
127,2021,5,6,1545,17_18,0,0
1,2021,5,6,1545,15_16,1,0
1,2021,5,6,1545,16_17,1,0
1,2021,5,6,1545,21_22,0,0
80,2021,5,6,1545,17_18,0,1
1,2021,5,6,1545,21_22,0,1
14,2021,5,6,1545,13_14,0,0
48,2021,5,6,1545,13_14,0,1
254,2021,5,6,1545,19_20,0,0
100,2021,5,6,1545,19_20,0,1
66,2022,5,6,1545,11_12,0,1
70,2022,5,6,1545,10_11,0,1
37,2022,5,6,1545,11_12,0,0
37,2022,5,6,1545,10_11,0,0
1,2022,5,6,1545,18_19,1,0
99,2022,5,6,1545,16_17,0,1
31,2022,5,6,1545,09_10,0,1
2,2022,5,6,1545,15_16,1,0
117,2022,5,6,1545,16_17,0,0
20,2022,5,6,1545,09_10,0,0
78,2022,5,6,1545,17_18,0,1
18,2022,5,6,1545,08_09,0,1
91,2022,5,6,1545,12_13,0,1
57,2022,5,6,1545,18_19,0,1
279,2022,5,6,1545,17_18,0,0
12,2022,5,6,1545,08_09,0,0
33,2022,5,6,1545,12_13,0,0
312,2022,5,6,1545,18_19,0,0
2,2022,5,6,1545,19_20,0,1
66,2022,5,6,1545,13_14,0,1
52,2022,5,6,1545,13_14,0,0
1,2022,5,6,1545,17_18,1,1
1,2022,5,6,1545,14_15,1,1
2,2022,5,6,1545,17_18,1,0
2,2022,5,6,1545,13_14,1,1
1,2022,5,6,1545,20_21,0,1
90,2022,5,6,1545,15_16,0,1
1,2022,5,6,1545,16_17,1,1
57,2022,5,6,1545,14_15,0,1
1,2022,5,6,1545,09_10,1,1
111,2022,5,6,1545,15_16,0,0
3,2022,5,6,1545,16_17,1,0
45,2022,5,6,1545,14_15,0,0
1,2015,6,6,1545,11_12,1,0
1,2015,6,6,1545,13_14,1,0
1,2015,6,6,1545,14_15,1,0
1,2015,6,6,1545,16_17,1,0
4,2015,6,6,1545,14_15,1,1
5,2015,6,6,1545,9_10 ,0,1
6,2015,6,6,1545,18_19,0,1
8,2015,6,6,1545,9_10 ,0,0
13,2015,6,6,1545,11_12,0,1
19,2015,6,6,1545,10_11,0,0
20,2015,6,6,1545,10_11,0,1
21,2015,6,6,1545,12_13,0,0
23,2015,6,6,1545,11_12,0,0
28,2015,6,6,1545,13_14,0,0
30,2015,6,6,1545,15_16,0,0
31,2015,6,6,1545,17_18,0,0
46,2015,6,6,1545,14_15,0,0
48,2015,6,6,1545,12_13,0,1
56,2015,6,6,1545,17_18,0,1
61,2015,6,6,1545,16_17,0,1
62,2015,6,6,1545,13_14,0,1
66,2015,6,6,1545,14_15,0,1
69,2015,6,6,1545,16_17,0,0
77,2015,6,6,1545,15_16,0,1
1,2016,6,6,1545,08_09,1,0
1,2016,6,6,1545,11_12,1,0
1,2016,6,6,1545,12_13,1,0
2,2016,6,6,1545,17_18,1,0
2,2016,6,6,1545,19_20,1,0
3,2016,6,6,1545,14_15,1,0
3,2016,6,6,1545,20_21,1,0
8,2016,6,6,1545,9_10 ,0,0
12,2016,6,6,1545,08_09,0,0
14,2016,6,6,1545,21_22,0,0
15,2016,6,6,1545,10_11,0,0
18,2016,6,6,1545,10_11,0,1
19,2016,6,6,1545,9_10 ,0,1
28,2016,6,6,1545,11_12,0,1
29,2016,6,6,1545,14_15,0,0
31,2016,6,6,1545,11_12,0,0
34,2016,6,6,1545,18_19,0,1
38,2016,6,6,1545,13_14,0,0
39,2016,6,6,1545,19_20,0,1
42,2016,6,6,1545,12_13,0,0
45,2016,6,6,1545,14_15,0,1
46,2016,6,6,1545,15_16,0,0
48,2016,6,6,1545,17_18,0,1
53,2016,6,6,1545,12_13,0,1
60,2016,6,6,1545,16_17,0,1
65,2016,6,6,1545,20_21,0,1
67,2016,6,6,1545,13_14,0,1
75,2016,6,6,1545,16_17,0,0
78,2016,6,6,1545,15_16,0,1
117,2016,6,6,1545,18_19,0,0
125,2016,6,6,1545,20_21,0,0
132,2016,6,6,1545,21_22,0,1
136,2016,6,6,1545,08_09,0,1
143,2016,6,6,1545,19_20,0,0
149,2016,6,6,1545,17_18,0,0
1,2017,6,6,1545,07_08,0,0
1,2017,6,6,1545,10_11,1,0
1,2017,6,6,1545,12_13,1,0
1,2017,6,6,1545,15_16,1,0
1,2017,6,6,1545,21_22,0,0
1,2017,6,6,1545,22_23,1,0
2,2017,6,6,1545,18_19,1,0
2,2017,6,6,1545,20_21,1,0
2,2017,6,6,1545,23_24,0,0
3,2017,6,6,1545,19_20,1,0
6,2017,6,6,1545,21_22,0,1
10,2017,6,6,1545,08_09,0,0
23,2017,6,6,1545,08_09,0,1
29,2017,6,6,1545,20_21,0,1
39,2017,6,6,1545,20_21,0,0
44,2017,6,6,1545,10_11,0,1
44,2017,6,6,1545,9_10 ,0,0
46,2017,6,6,1545,13_14,0,0
47,2017,6,6,1545,19_20,0,1
52,2017,6,6,1545,17_18,0,1
53,2017,6,6,1545,12_13,0,1
53,2017,6,6,1545,16_17,0,1
54,2017,6,6,1545,12_13,0,0
55,2017,6,6,1545,13_14,0,1
55,2017,6,6,1545,9_10 ,0,1
56,2017,6,6,1545,15_16,0,1
60,2017,6,6,1545,18_19,0,1
61,2017,6,6,1545,11_12,0,1
63,2017,6,6,1545,22_23,0,0
94,2017,6,6,1545,15_16,0,0
101,2017,6,6,1545,14_15,0,0
106,2017,6,6,1545,14_15,0,1
116,2017,6,6,1545,11_12,0,0
158,2017,6,6,1545,18_19,0,0
182,2017,6,6,1545,10_11,0,0
184,2017,6,6,1545,16_17,0,0
279,2017,6,6,1545,17_18,0,0
366,2017,6,6,1545,19_20,0,0
1,2018,6,6,1545,07_08,0,1
1,2018,6,6,1545,13_14,1,0
1,2018,6,6,1545,21_22,0,0
1,2018,6,6,1545,21_22,0,1
1,2018,6,6,1545,23_24,1,0
1,2018,6,6,1545,9_10 ,1,0
2,2018,6,6,1545,10_11,1,0
4,2018,6,6,1545,17_18,1,0
18,2018,6,6,1545,9_10 ,0,0
23,2018,6,6,1545,10_11,0,0
25,2018,6,6,1545,11_12,0,0
26,2018,6,6,1545,12_13,0,0
27,2018,6,6,1545,08_09,0,1
28,2018,6,6,1545,08_09,0,0
39,2018,6,6,1545,13_14,0,0
43,2018,6,6,1545,12_13,0,1
43,2018,6,6,1545,15_16,0,0
49,2018,6,6,1545,11_12,0,1
52,2018,6,6,1545,10_11,0,1
52,2018,6,6,1545,14_15,0,0
59,2018,6,6,1545,20_21,0,1
65,2018,6,6,1545,9_10 ,0,1
67,2018,6,6,1545,13_14,0,1
70,2018,6,6,1545,04_05,0,0
73,2018,6,6,1545,19_20,0,1
76,2018,6,6,1545,23_24,0,0
77,2018,6,6,1545,15_16,0,1
81,2018,6,6,1545,18_19,0,1
89,2018,6,6,1545,14_15,0,1
92,2018,6,6,1545,16_17,0,1
102,2018,6,6,1545,16_17,0,0
107,2018,6,6,1545,17_18,0,1
251,2018,6,6,1545,20_21,0,0
274,2018,6,6,1545,17_18,0,0
401,2018,6,6,1545,19_20,0,0
453,2018,6,6,1545,18_19,0,0
310,2019,6,6,1545,17_18,0,0
66,2019,6,6,1545,17_18,0,1
25,2019,6,6,1545,08_09,0,0
12,2019,6,6,1545,08_09,0,1
27,2019,6,6,1545,10_11,0,0
25,2019,6,6,1545,14_15,0,0
29,2019,6,6,1545,11_12,0,0
47,2019,6,6,1545,10_11,0,1
67,2019,6,6,1545,14_15,0,1
56,2019,6,6,1545,11_12,0,1
517,2019,6,6,1545,19_20,0,0
357,2019,6,6,1545,18_19,0,0
36,2019,6,6,1545,13_14,0,0
96,2019,6,6,1545,18_19,0,1
1,2019,6,6,1545,21_22,0,1
85,2019,6,6,1545,19_20,0,1
75,2019,6,6,1545,13_14,0,1
12,2019,6,6,1545,09_10,0,0
100,2019,6,6,1545,12_13,0,0
35,2019,6,6,1545,20_21,0,0
44,2019,6,6,1545,15_16,0,0
153,2019,6,6,1545,16_17,0,0
50,2019,6,6,1545,09_10,0,1
105,2019,6,6,1545,12_13,0,1
61,2019,6,6,1545,20_21,0,1
26,2019,6,6,1545,15_16,0,1
48,2019,6,6,1545,16_17,0,1
1,2020,6,6,1545,13_14,1,0
2,2020,6,6,1545,11_12,1,1
14,2020,6,6,1545,09_10,0,1
85,2020,6,6,1545,16_17,0,1
52,2020,6,6,1545,13_14,0,1
1,2020,6,6,1545,11_12,1,0
11,2020,6,6,1545,09_10,0,0
72,2020,6,6,1545,16_17,0,0
26,2020,6,6,1545,13_14,0,0
35,2020,6,6,1545,12_13,0,1
19,2020,6,6,1545,18_19,0,1
1,2020,6,6,1545,19_20,0,1
43,2020,6,6,1545,12_13,0,0
1,2020,6,6,1545,00_01,0,0
30,2020,6,6,1545,18_19,0,0
1,2020,6,6,1545,19_20,0,0
55,2020,6,6,1545,14_15,0,1
46,2020,6,6,1545,10_11,0,1
30,2020,6,6,1545,14_15,0,0
17,2020,6,6,1545,10_11,0,0
44,2020,6,6,1545,17_18,0,1
396,2020,6,6,1545,17_18,0,0
1,2020,6,6,1545,15_16,1,0
1,2020,6,6,1545,22_23,0,0
41,2020,6,6,1545,15_16,0,1
1,2020,6,6,1545,14_15,1,0
36,2020,6,6,1545,15_16,0,0
67,2020,6,6,1545,11_12,0,1
1,2020,6,6,1545,04_05,0,0
93,2020,6,6,1545,11_12,0,0
44,2021,6,6,1545,14_15,0,1
23,2021,6,6,1545,14_15,0,0
30,2021,6,6,1545,11_12,0,1
39,2021,6,6,1545,11_12,0,0
61,2021,6,6,1545,16_17,0,1
44,2021,6,6,1545,15_16,0,1
20,2021,6,6,1545,16_17,0,0
9,2021,6,6,1545,15_16,0,0
1,2021,6,6,1545,09_10,0,0
1,2021,6,6,1545,13_14,1,0
1,2021,6,6,1545,12_13,1,0
35,2021,6,6,1545,12_13,0,1
9,2021,6,6,1545,12_13,0,0
2,2021,6,6,1545,18_19,0,0
33,2021,6,6,1545,13_14,0,1
1,2021,6,6,1545,11_12,1,1
1,2021,6,6,1545,14_15,1,0
22,2021,6,6,1545,13_14,0,0
49,2021,6,6,1545,17_18,0,1
15,2021,6,6,1545,10_11,0,1
163,2021,6,6,1545,17_18,0,0
1,2021,6,6,1545,23_24,0,0
11,2021,6,6,1545,10_11,0,0
51,2022,6,6,1545,17_18,0,1
38,2022,6,6,1545,15_16,0,1
44,2022,6,6,1545,13_14,0,1
1,2022,6,6,1545,13_14,1,1
42,2022,6,6,1545,08_09,0,1
45,2022,6,6,1545,09_10,0,1
2,2022,6,6,1545,14_15,1,1
58,2022,6,6,1545,12_13,0,1
57,2022,6,6,1545,14_15,0,1
93,2022,6,6,1545,16_17,0,1
47,2022,6,6,1545,11_12,0,1
40,2022,6,6,1545,19_20,0,1
57,2022,6,6,1545,18_19,0,1
29,2022,6,6,1545,10_11,0,1
168,2022,6,6,1545,17_18,0,0
69,2022,6,6,1545,15_16,0,0
2,2022,6,6,1545,09_10,1,0
90,2022,6,6,1545,13_14,0,0
13,2022,6,6,1545,08_09,0,0
19,2022,6,6,1545,09_10,0,0
47,2022,6,6,1545,12_13,0,0
29,2022,6,6,1545,14_15,0,0
181,2022,6,6,1545,16_17,0,0
33,2022,6,6,1545,19_20,0,0
12,2022,6,6,1545,11_12,0,0
668,2022,6,6,1545,18_19,0,0
66,2022,6,6,1545,10_11,0,0
1,2015,7,6,1545,10_11,1,0
1,2015,7,6,1545,11_12,1,0
1,2015,7,6,1545,13_14,1,1
1,2015,7,6,1545,14_15,1,0
1,2015,7,6,1545,15_16,1,0
1,2015,7,6,1545,16_17,1,0
1,2015,7,6,1545,19_20,1,0
1,2015,7,6,1545,20_21,1,1
1,2015,7,6,1545,21_22,0,1
1,2015,7,6,1545,9_10 ,1,0
1,2015,7,6,1545,9_10 ,1,1
2,2015,7,6,1545,13_14,1,0
2,2015,7,6,1545,15_16,1,1
17,2015,7,6,1545,9_10 ,0,0
20,2015,7,6,1545,9_10 ,0,1
21,2015,7,6,1545,10_11,0,1
22,2015,7,6,1545,08_09,0,1
23,2015,7,6,1545,08_09,0,0
24,2015,7,6,1545,10_11,0,0
27,2015,7,6,1545,11_12,0,1
33,2015,7,6,1545,13_14,0,0
36,2015,7,6,1545,11_12,0,0
38,2015,7,6,1545,14_15,0,1
39,2015,7,6,1545,19_20,0,1
40,2015,7,6,1545,14_15,0,0
43,2015,7,6,1545,20_21,0,1
45,2015,7,6,1545,12_13,0,0
54,2015,7,6,1545,15_16,0,0
56,2015,7,6,1545,16_17,0,0
66,2015,7,6,1545,16_17,0,1
66,2015,7,6,1545,17_18,0,1
68,2015,7,6,1545,12_13,0,1
71,2015,7,6,1545,20_21,0,0
72,2015,7,6,1545,13_14,0,1
74,2015,7,6,1545,15_16,0,1
93,2015,7,6,1545,18_19,0,0
119,2015,7,6,1545,18_19,0,1
130,2015,7,6,1545,17_18,0,0
147,2015,7,6,1545,19_20,0,0
1,2016,7,6,1545,13_14,1,0
1,2016,7,6,1545,19_20,1,0
2,2016,7,6,1545,17_18,1,0
2,2016,7,6,1545,21_22,0,0
2,2016,7,6,1545,9_10 ,0,0
3,2016,7,6,1545,04_05,1,0
3,2016,7,6,1545,08_09,0,0
3,2016,7,6,1545,21_22,0,1
12,2016,7,6,1545,08_09,0,1
12,2016,7,6,1545,10_11,0,1
15,2016,7,6,1545,11_12,0,0
19,2016,7,6,1545,9_10 ,0,1
20,2016,7,6,1545,10_11,0,0
27,2016,7,6,1545,13_14,0,0
28,2016,7,6,1545,12_13,0,0
38,2016,7,6,1545,11_12,0,1
39,2016,7,6,1545,14_15,0,0
46,2016,7,6,1545,16_17,0,0
55,2016,7,6,1545,15_16,0,0
58,2016,7,6,1545,14_15,0,1
59,2016,7,6,1545,17_18,0,1
60,2016,7,6,1545,19_20,0,1
61,2016,7,6,1545,15_16,0,1
65,2016,7,6,1545,04_05,0,0
67,2016,7,6,1545,16_17,0,1
69,2016,7,6,1545,12_13,0,1
72,2016,7,6,1545,18_19,0,1
79,2016,7,6,1545,13_14,0,1
82,2016,7,6,1545,20_21,0,0
96,2016,7,6,1545,17_18,0,0
120,2016,7,6,1545,18_19,0,0
141,2016,7,6,1545,19_20,0,0
189,2016,7,6,1545,20_21,0,1
1,2017,7,6,1545,16_17,1,0
1,2017,7,6,1545,18_19,1,0
1,2017,7,6,1545,20_21,1,0
1,2017,7,6,1545,9_10 ,1,0
2,2017,7,6,1545,15_16,1,0
2,2017,7,6,1545,21_22,1,0
8,2017,7,6,1545,08_09,0,0
10,2017,7,6,1545,08_09,0,1
15,2017,7,6,1545,20_21,0,0
19,2017,7,6,1545,9_10 ,0,0
23,2017,7,6,1545,11_12,0,0
24,2017,7,6,1545,10_11,0,0
24,2017,7,6,1545,10_11,0,1
25,2017,7,6,1545,12_13,0,1
30,2017,7,6,1545,14_15,0,0
34,2017,7,6,1545,12_13,0,0
38,2017,7,6,1545,9_10 ,0,1
40,2017,7,6,1545,13_14,0,0
43,2017,7,6,1545,21_22,0,0
47,2017,7,6,1545,20_21,0,1
48,2017,7,6,1545,11_12,0,1
51,2017,7,6,1545,16_17,0,1
55,2017,7,6,1545,14_15,0,1
57,2017,7,6,1545,17_18,0,1
59,2017,7,6,1545,15_16,0,0
62,2017,7,6,1545,19_20,0,1
73,2017,7,6,1545,18_19,0,1
81,2017,7,6,1545,16_17,0,0
98,2017,7,6,1545,15_16,0,1
162,2017,7,6,1545,17_18,0,0
198,2017,7,6,1545,13_14,0,1
208,2017,7,6,1545,19_20,0,0
232,2017,7,6,1545,18_19,0,0
1,2018,7,6,1545,12_13,1,1
1,2018,7,6,1545,17_18,1,0
1,2018,7,6,1545,21_22,0,1
2,2018,7,6,1545,13_14,1,1
2,2018,7,6,1545,18_19,1,0
15,2018,7,6,1545,9_10 ,0,0
19,2018,7,6,1545,11_12,0,0
24,2018,7,6,1545,14_15,0,0
31,2018,7,6,1545,10_11,0,0
32,2018,7,6,1545,08_09,0,1
33,2018,7,6,1545,08_09,0,0
39,2018,7,6,1545,21_22,0,0
43,2018,7,6,1545,20_21,0,1
48,2018,7,6,1545,20_21,0,0
49,2018,7,6,1545,19_20,0,1
54,2018,7,6,1545,12_13,0,0
56,2018,7,6,1545,13_14,0,0
56,2018,7,6,1545,14_15,0,1
56,2018,7,6,1545,9_10 ,0,1
62,2018,7,6,1545,10_11,0,1
66,2018,7,6,1545,11_12,0,1
70,2018,7,6,1545,15_16,0,1
74,2018,7,6,1545,15_16,0,0
81,2018,7,6,1545,12_13,0,1
83,2018,7,6,1545,16_17,0,1
86,2018,7,6,1545,18_19,0,1
88,2018,7,6,1545,17_18,0,1
102,2018,7,6,1545,02_03,0,0
102,2018,7,6,1545,16_17,0,0
150,2018,7,6,1545,13_14,0,1
312,2018,7,6,1545,17_18,0,0
419,2018,7,6,1545,18_19,0,0
464,2018,7,6,1545,19_20,0,0
23,2019,7,6,1545,10_11,0,1
27,2019,7,6,1545,13_14,0,1
18,2019,7,6,1545,13_14,0,0
15,2019,7,6,1545,10_11,0,0
61,2019,7,6,1545,17_18,0,1
73,2019,7,6,1545,17_18,0,0
31,2019,7,6,1545,12_13,0,1
1,2019,7,6,1545,13_14,1,1
13,2019,7,6,1545,12_13,0,0
10,2019,7,6,1545,18_19,0,0
61,2019,7,6,1545,16_17,0,1
27,2019,7,6,1545,09_10,0,1
271,2019,7,6,1545,16_17,0,0
31,2019,7,6,1545,09_10,0,0
59,2019,7,6,1545,15_16,0,1
40,2019,7,6,1545,14_15,0,1
36,2019,7,6,1545,15_16,0,0
22,2019,7,6,1545,14_15,0,0
9,2019,7,6,1545,11_12,0,0
60,2019,7,6,1545,11_12,0,1
38,2020,7,6,1545,08_09,0,1
41,2020,7,6,1545,17_18,0,1
13,2020,7,6,1545,08_09,0,0
214,2020,7,6,1545,17_18,0,0
33,2020,7,6,1545,13_14,0,1
66,2020,7,6,1545,19_20,0,1
36,2020,7,6,1545,14_15,0,1
1,2020,7,6,1545,09_10,1,0
35,2020,7,6,1545,13_14,0,0
397,2020,7,6,1545,19_20,0,0
1,2020,7,6,1545,16_17,1,0
33,2020,7,6,1545,14_15,0,0
68,2020,7,6,1545,10_11,0,1
64,2020,7,6,1545,11_12,0,1
26,2020,7,6,1545,10_11,0,0
8,2020,7,6,1545,11_12,0,0
1,2020,7,6,1545,19_20,1,1
31,2020,7,6,1545,20_21,0,1
38,2020,7,6,1545,12_13,0,1
37,2020,7,6,1545,18_19,0,1
1,2020,7,6,1545,19_20,1,0
400,2020,7,6,1545,20_21,0,0
26,2020,7,6,1545,12_13,0,0
372,2020,7,6,1545,18_19,0,0
12,2020,7,6,1545,21_22,0,0
32,2020,7,6,1545,15_16,0,1
33,2020,7,6,1545,15_16,0,0
1,2020,7,6,1545,07_08,0,0
37,2020,7,6,1545,16_17,0,1
58,2020,7,6,1545,09_10,0,1
50,2020,7,6,1545,16_17,0,0
1,2020,7,6,1545,17_18,1,0
14,2020,7,6,1545,09_10,0,0
76,2021,7,6,1545,20_21,0,1
58,2021,7,6,1545,12_13,0,1
73,2021,7,6,1545,18_19,0,1
146,2021,7,6,1545,20_21,0,0
23,2021,7,6,1545,12_13,0,0
208,2021,7,6,1545,18_19,0,0
6,2021,7,6,1545,23_24,0,0
55,2021,7,6,1545,16_17,0,1
50,2021,7,6,1545,09_10,0,1
46,2021,7,6,1545,16_17,0,0
15,2021,7,6,1545,09_10,0,0
64,2021,7,6,1545,10_11,0,1
2,2021,7,6,1545,17_18,1,0
9,2021,7,6,1545,10_11,0,0
19,2021,7,6,1545,08_09,0,1
61,2021,7,6,1545,13_14,0,1
63,2021,7,6,1545,19_20,0,1
1,2021,7,6,1545,00_01,0,1
7,2021,7,6,1545,08_09,0,0
36,2021,7,6,1545,13_14,0,0
342,2021,7,6,1545,19_20,0,0
63,2021,7,6,1545,17_18,0,1
1,2021,7,6,1545,10_11,1,1
291,2021,7,6,1545,17_18,0,0
1,2021,7,6,1545,14_15,1,1
55,2021,7,6,1545,11_12,0,1
35,2021,7,6,1545,14_15,0,1
1,2021,7,6,1545,20_21,1,1
1,2021,7,6,1545,18_19,1,0
26,2021,7,6,1545,11_12,0,0
51,2021,7,6,1545,14_15,0,0
1,2021,7,6,1545,20_21,1,0
1,2021,7,6,1545,16_17,1,1
73,2021,7,6,1545,15_16,0,1
1,2021,7,6,1545,09_10,1,1
43,2021,7,6,1545,15_16,0,0
1,2022,7,6,1545,08_09,1,1
85,2022,7,6,1545,11_12,0,1
91,2022,7,6,1545,10_11,0,1
16,2022,7,6,1545,08_09,0,1
52,2022,7,6,1545,09_10,0,1
60,2022,7,6,1545,18_19,0,1
2,2022,7,6,1545,14_15,1,1
41,2022,7,6,1545,19_20,0,1
53,2022,7,6,1545,15_16,0,1
71,2022,7,6,1545,13_14,0,1
3,2022,7,6,1545,11_12,1,1
76,2022,7,6,1545,14_15,0,1
5,2022,7,6,1545,07_08,0,1
54,2022,7,6,1545,16_17,0,1
67,2022,7,6,1545,12_13,0,1
27,2022,7,6,1545,17_18,0,1
19,2022,7,6,1545,20_21,0,1
35,2022,7,6,1545,11_12,0,0
4,2022,7,6,1545,08_09,0,0
27,2022,7,6,1545,10_11,0,0
17,2022,7,6,1545,09_10,0,0
434,2022,7,6,1545,18_19,0,0
100,2022,7,6,1545,19_20,0,0
1,2022,7,6,1545,14_15,1,0
41,2022,7,6,1545,15_16,0,0
64,2022,7,6,1545,13_14,0,0
70,2022,7,6,1545,14_15,0,0
5,2022,7,6,1545,07_08,0,0
1,2022,7,6,1545,11_12,1,0
1,2022,7,6,1545,19_20,1,0
81,2022,7,6,1545,16_17,0,0
22,2022,7,6,1545,12_13,0,0
214,2022,7,6,1545,17_18,0,0
1,2022,7,6,1545,20_21,0,0
1,2015,8,6,1545,13_14,1,1
1,2015,8,6,1545,14_15,1,1
1,2015,8,6,1545,16_17,1,1
1,2015,8,6,1545,18_19,1,0
1,2015,8,6,1545,20_21,1,1
2,2015,8,6,1545,12_13,1,1
2,2015,8,6,1545,16_17,1,0
5,2015,8,6,1545,10_11,0,1
5,2015,8,6,1545,9_10 ,0,0
6,2015,8,6,1545,08_09,0,0
9,2015,8,6,1545,08_09,0,1
11,2015,8,6,1545,9_10 ,0,1
13,2015,8,6,1545,10_11,0,0
13,2015,8,6,1545,20_21,0,0
17,2015,8,6,1545,13_14,0,0
25,2015,8,6,1545,12_13,0,0
29,2015,8,6,1545,11_12,0,0
29,2015,8,6,1545,11_12,0,1
30,2015,8,6,1545,16_17,0,1
38,2015,8,6,1545,15_16,0,1
39,2015,8,6,1545,14_15,0,1
41,2015,8,6,1545,13_14,0,1
42,2015,8,6,1545,14_15,0,0
56,2015,8,6,1545,15_16,0,0
56,2015,8,6,1545,20_21,0,1
59,2015,8,6,1545,19_20,0,1
60,2015,8,6,1545,12_13,0,1
62,2015,8,6,1545,17_18,0,1
63,2015,8,6,1545,16_17,0,0
84,2015,8,6,1545,18_19,0,1
120,2015,8,6,1545,19_20,0,0
133,2015,8,6,1545,17_18,0,0
143,2015,8,6,1545,18_19,0,0
1,2016,8,6,1545,06_07,0,1
1,2016,8,6,1545,11_12,1,0
1,2016,8,6,1545,13_14,1,0
4,2016,8,6,1545,18_19,0,1
7,2016,8,6,1545,10_11,0,0
7,2016,8,6,1545,18_19,0,0
12,2016,8,6,1545,9_10 ,0,1
13,2016,8,6,1545,12_13,0,0
14,2016,8,6,1545,10_11,0,1
14,2016,8,6,1545,11_12,0,0
15,2016,8,6,1545,9_10 ,0,0
20,2016,8,6,1545,13_14,0,0
23,2016,8,6,1545,     ,0,0
23,2016,8,6,1545,00_01,0,0
23,2016,8,6,1545,15_16,0,0
25,2016,8,6,1545,14_15,0,0
27,2016,8,6,1545,15_16,0,1
28,2016,8,6,1545,11_12,0,1
28,2016,8,6,1545,12_13,0,1
35,2016,8,6,1545,16_17,0,1
37,2016,8,6,1545,01_02,0,0
39,2016,8,6,1545,14_15,0,1
39,2016,8,6,1545,17_18,0,1
42,2016,8,6,1545,13_14,0,1
55,2016,8,6,1545,17_18,0,0
87,2016,8,6,1545,16_17,0,0
1,2017,8,6,1545,10_11,1,1
1,2017,8,6,1545,14_15,1,0
1,2017,8,6,1545,16_17,0,1
6,2017,8,6,1545,13_14,0,0
6,2017,8,6,1545,9_10 ,0,1
9,2017,8,6,1545,10_11,0,0
9,2017,8,6,1545,12_13,0,0
9,2017,8,6,1545,9_10 ,0,0
11,2017,8,6,1545,11_12,0,0
16,2017,8,6,1545,14_15,0,0
22,2017,8,6,1545,11_12,0,1
32,2017,8,6,1545,10_11,0,1
37,2017,8,6,1545,14_15,0,1
60,2017,8,6,1545,13_14,0,1
108,2017,8,6,1545,12_13,0,1
22,2018,8,6,1545,13_14,0,0
22,2018,8,6,1545,9_10 ,0,0
23,2018,8,6,1545,20_21,0,1
26,2018,8,6,1545,10_11,0,0
27,2018,8,6,1545,15_16,0,1
33,2018,8,6,1545,08_09,0,0
