klk_EN,year,month,day,Warehouse,hours,cargotype,traffic_stream
4,2022,8,28,6614,09_10,0,0
8,2022,8,28,6614,13_14,0,0
31,2022,8,28,6614,11_12,0,1
30,2022,8,28,6614,10_11,0,1
11,2022,8,28,6614,15_16,0,0
6,2022,8,28,6614,08_09,0,0
19,2022,8,28,6614,16_17,0,0
7,2022,8,28,6614,14_15,0,0
41,2022,8,28,6614,13_14,0,1
40,2022,8,28,6614,15_16,0,1
2,2022,8,28,6614,18_19,0,1
2,2022,8,28,6614,13_14,1,0
15,2022,8,28,6614,11_12,0,0
33,2022,8,28,6614,12_13,0,1
1,2019,1,8,6614,10_11,0,0
2,2022,8,8,6614,18_19,0,1
7,2022,8,8,6614,18_19,1,0
93,2022,8,8,6614,19_20,0,0
22,2022,8,8,6614,10_11,0,0
59,2022,8,8,6614,09_10,0,1
29,2022,8,8,6614,16_17,0,1
1,2022,8,8,6614,12_13,1,0
12,2022,8,8,6614,08_09,0,1
219,2022,8,8,6614,18_19,0,0
12,2022,8,8,6614,09_10,0,0
57,2022,8,8,6614,14_15,0,1
41,2022,8,8,6614,12_13,0,1
2,2022,8,8,6614,20_21,1,1
1,2022,8,8,6614,09_10,1,1
5,2022,8,8,6614,16_17,1,0
1,2022,8,8,6614,19_20,1,1
1,2022,8,8,6614,17_18,1,0
36,2022,8,8,6614,19_20,0,1
176,2022,8,8,6614,16_17,0,0
1,2022,8,8,6614,11_12,1,0
65,2022,8,8,6614,20_21,0,0
43,2022,8,8,6614,14_15,0,0
76,2022,8,8,6614,17_18,0,0
38,2022,8,8,6614,15_16,0,1
2,2022,8,8,6614,10_11,1,0
2,2022,8,8,6614,14_15,1,0
35,2022,8,8,6614,20_21,0,1
1,2022,8,8,6614,14_15,1,1
2,2022,8,8,6614,09_10,1,0
11,2022,8,8,6614,12_13,0,0
7,2022,8,8,6614,07_08,0,0
1,2022,8,8,6614,20_21,1,0
1,2022,8,8,6614,11_12,1,1
37,2022,8,8,6614,11_12,0,0
25,2022,8,8,6614,13_14,0,1
13,2022,8,8,6614,15_16,1,0
1,2022,8,8,6614,19_20,1,0
92,2022,8,8,6614,15_16,0,0
6,2022,8,8,6614,08_09,0,0
54,2022,8,8,6614,11_12,0,1
4,2022,8,8,6614,17_18,0,1
16,2022,8,8,6614,13_14,0,0
1,2022,8,8,6614,12_13,1,1
6,2022,8,8,6614,07_08,0,1
56,2022,8,8,6614,10_11,0,1
12,2022,8,9,6614,20_21,0,1
3,2022,8,9,6614,07_08,0,0
2,2022,8,9,6614,16_17,1,0
6,2022,8,9,6614,13_14,1,0
50,2022,8,9,6614,17_18,0,1
52,2022,8,9,6614,14_15,0,1
60,2022,8,9,6614,15_16,0,0
14,2022,8,9,6614,08_09,0,1
55,2022,8,9,6614,10_11,0,1
6,2022,8,9,6614,15_16,1,0
55,2022,8,9,6614,09_10,0,0
7,2022,8,9,6614,08_09,1,0
1,2022,8,9,6614,12_13,1,1
33,2022,8,9,6614,09_10,0,1
14,2022,8,9,6614,11_12,0,0
1,2022,8,9,6614,09_10,1,0
54,2022,8,9,6614,18_19,0,1
30,2022,8,9,6614,16_17,0,1
3,2022,8,9,6614,19_20,1,0
12,2022,8,9,6614,12_13,0,0
1,2022,8,9,6614,14_15,1,0
45,2022,8,9,6614,16_17,0,0
1,2022,8,9,6614,10_11,1,0
129,2022,8,9,6614,17_18,0,0
3,2022,8,9,6614,18_19,1,0
31,2022,8,9,6614,10_11,0,0
64,2022,8,9,6614,14_15,0,0
56,2022,8,9,6614,11_12,0,1
2,2022,8,9,6614,17_18,1,1
1,2022,8,9,6614,11_12,1,1
3,2022,8,9,6614,07_08,0,1
1,2022,8,9,6614,11_12,1,0
34,2022,8,9,6614,13_14,0,0
48,2022,8,9,6614,19_20,0,1
34,2022,8,9,6614,08_09,0,0
7,2022,8,9,6614,17_18,1,0
135,2022,8,9,6614,19_20,0,0
18,2022,8,9,6614,20_21,0,0
43,2022,8,9,6614,12_13,0,1
52,2022,8,9,6614,13_14,0,1
3,2022,8,9,6614,10_11,1,1
53,2022,8,9,6614,15_16,0,1
1,2022,8,9,6614,12_13,1,0
1,2022,8,9,6614,13_14,1,1
1,2022,8,9,6614,16_17,1,1
96,2022,8,9,6614,18_19,0,0
25,2022,8,10,6614,09_10,0,0
47,2022,8,10,6614,09_10,0,1
61,2022,8,10,6614,18_19,0,1
44,2022,8,10,6614,10_11,0,1
6,2022,8,10,6614,18_19,1,0
11,2022,8,10,6614,07_08,0,1
3,2022,8,10,6614,16_17,1,0
17,2022,8,10,6614,11_12,0,0
35,2022,8,10,6614,10_11,0,0
1,2022,8,10,6614,15_16,1,1
2,2022,8,10,6614,19_20,1,0
104,2022,8,10,6614,17_18,0,0
48,2022,8,10,6614,16_17,0,1
52,2022,8,10,6614,13_14,0,1
7,2022,8,10,6614,09_10,1,0
2,2022,8,10,6614,10_11,1,1
1,2022,8,10,6614,08_09,1,1
64,2022,8,10,6614,17_18,0,1
53,2022,8,10,6614,12_13,0,1
4,2022,8,10,6614,10_11,1,0
63,2022,8,10,6614,15_16,0,0
23,2022,8,10,6614,20_21,0,0
1,2022,8,10,6614,11_12,1,1
54,2022,8,10,6614,11_12,0,1
17,2022,8,10,6614,20_21,0,1
92,2022,8,10,6614,19_20,0,0
65,2022,8,10,6614,15_16,0,1
77,2022,8,10,6614,14_15,0,1
15,2022,8,10,6614,15_16,1,0
24,2022,8,10,6614,08_09,0,1
1,2022,8,10,6614,12_13,1,1
38,2022,8,10,6614,14_15,0,0
17,2022,8,10,6614,08_09,0,0
12,2022,8,10,6614,07_08,0,0
27,2022,8,10,6614,13_14,0,0
1,2022,8,10,6614,11_12,1,0
1,2022,8,10,6614,18_19,1,1
170,2022,8,10,6614,16_17,0,0
5,2022,8,10,6614,08_09,1,0
1,2022,8,10,6614,19_20,1,1
80,2022,8,10,6614,18_19,0,0
11,2022,8,10,6614,12_13,0,0
2,2022,8,10,6614,17_18,1,0
29,2022,8,11,6614,20_21,0,0
67,2022,8,11,6614,18_19,0,0
1,2022,8,11,6614,12_13,1,0
1,2022,8,11,6614,07_08,0,1
3,2022,8,11,6614,08_09,1,0
77,2022,8,11,6614,19_20,0,0
22,2022,8,11,6614,08_09,0,0
58,2022,8,11,6614,11_12,0,1
17,2022,8,11,6614,20_21,0,1
150,2022,8,11,6614,17_18,0,0
48,2022,8,11,6614,15_16,0,1
72,2022,8,11,6614,14_15,0,1
3,2022,8,11,6614,13_14,0,0
42,2022,8,11,6614,09_10,0,1
35,2022,8,11,6614,08_09,0,1
32,2022,8,11,6614,12_13,0,1
31,2022,8,11,6614,19_20,0,1
1,2022,8,11,6614,10_11,1,0
2,2022,8,11,6614,19_20,1,0
1,2022,8,11,6614,20_21,1,1
24,2022,8,11,6614,13_14,0,1
37,2022,8,11,6614,09_10,0,0
3,2022,8,11,6614,14_15,1,0
3,2022,8,11,6614,09_10,1,0
17,2022,8,11,6614,10_11,0,0
58,2022,8,11,6614,17_18,0,1
40,2022,8,11,6614,18_19,0,1
68,2022,8,11,6614,16_17,0,0
1,2022,8,11,6614,07_08,0,0
2,2022,8,11,6614,18_19,1,0
17,2022,8,11,6614,11_12,0,0
72,2022,8,11,6614,15_16,0,0
39,2022,8,11,6614,12_13,0,0
12,2022,8,11,6614,15_16,1,0
42,2022,8,11,6614,16_17,0,1
8,2022,8,11,6614,16_17,1,0
29,2022,8,11,6614,10_11,0,1
4,2022,8,11,6614,17_18,1,0
3,2022,8,11,6614,18_19,1,1
2,2022,8,11,6614,19_20,1,1
1,2022,8,11,6614,11_12,1,1
63,2022,8,11,6614,14_15,0,0
1,2022,8,11,6614,14_15,1,1
3,2022,8,12,6614,14_15,1,0
1,2022,8,12,6614,10_11,1,1
26,2022,8,12,6614,08_09,0,1
41,2022,8,12,6614,16_17,0,1
46,2022,8,12,6614,17_18,0,1
2,2022,8,12,6614,12_13,1,1
2,2022,8,12,6614,17_18,1,1
1,2022,8,12,6614,08_09,1,1
42,2022,8,12,6614,14_15,0,0
4,2022,8,12,6614,07_08,0,1
1,2022,8,12,6614,09_10,1,0
48,2022,8,12,6614,14_15,0,1
38,2022,8,12,6614,18_19,0,1
29,2022,8,12,6614,20_21,0,0
30,2022,8,12,6614,09_10,0,0
2,2022,8,12,6614,11_12,1,1
12,2022,8,12,6614,20_21,0,1
52,2022,8,12,6614,11_12,0,1
18,2022,8,12,6614,10_11,0,0
36,2022,8,12,6614,15_16,0,1
9,2022,8,12,6614,16_17,1,0
4,2022,8,12,6614,08_09,1,0
44,2022,8,12,6614,15_16,0,0
46,2022,8,12,6614,19_20,0,1
112,2022,8,12,6614,17_18,0,0
52,2022,8,12,6614,10_11,0,1
3,2022,8,12,6614,15_16,1,0
20,2022,8,12,6614,12_13,0,0
3,2022,8,12,6614,18_19,1,0
66,2022,8,12,6614,13_14,0,1
3,2022,8,12,6614,10_11,1,0
35,2022,8,12,6614,13_14,0,0
2,2022,8,12,6614,12_13,1,0
42,2022,8,12,6614,09_10,0,1
1,2022,8,12,6614,13_14,1,0
170,2022,8,12,6614,18_19,0,0
113,2022,8,12,6614,19_20,0,0
19,2022,8,12,6614,11_12,0,0
23,2022,8,12,6614,08_09,0,0
1,2022,8,12,6614,17_18,1,0
51,2022,8,12,6614,16_17,0,0
4,2022,8,12,6614,07_08,0,0
49,2022,8,12,6614,12_13,0,1
1,2022,7,18,6614,11_12,1,0
5,2022,7,18,6614,19_20,1,0
1,2022,7,18,6614,09_10,1,1
49,2022,7,18,6614,14_15,0,0
37,2022,7,18,6614,12_13,0,0
208,2022,7,18,6614,17_18,0,0
2,2022,7,18,6614,12_13,1,1
2,2022,7,18,6614,16_17,1,0
6,2022,7,18,6614,20_21,0,0
35,2022,7,18,6614,08_09,0,1
48,2022,7,18,6614,12_13,0,1
10,2022,7,18,6614,20_21,0,1
29,2022,7,18,6614,11_12,0,0
5,2022,7,18,6614,18_19,1,0
51,2022,7,18,6614,13_14,0,1
3,2022,7,18,6614,17_18,1,0
14,2022,7,18,6614,09_10,0,0
3,2022,7,18,6614,12_13,1,0
2,2022,7,18,6614,07_08,0,1
1,2022,7,18,6614,09_10,1,0
1,2022,7,18,6614,08_09,1,0
2,2022,7,18,6614,20_21,1,0
146,2022,7,18,6614,18_19,0,0
39,2022,7,18,6614,13_14,0,0
1,2022,7,18,6614,07_08,0,0
13,2022,7,18,6614,10_11,0,0
5,2022,7,18,6614,15_16,1,0
76,2022,7,18,6614,19_20,0,0
71,2022,7,18,6614,10_11,0,1
36,2022,7,18,6614,11_12,0,1
40,2022,7,18,6614,14_15,0,1
5,2022,7,18,6614,08_09,0,0
1,2022,7,18,6614,08_09,1,1
29,2022,7,18,6614,19_20,0,1
79,2022,7,18,6614,16_17,0,0
29,2022,7,18,6614,16_17,0,1
26,2022,7,18,6614,15_16,0,1
107,2022,7,18,6614,15_16,0,0
1,2022,7,18,6614,14_15,1,0
1,2022,7,18,6614,14_15,1,1
21,2022,7,18,6614,17_18,0,1
43,2022,7,18,6614,09_10,0,1
39,2022,7,18,6614,18_19,0,1
9,2022,8,13,6614,14_15,0,0
12,2022,8,13,6614,12_13,0,0
42,2022,8,13,6614,13_14,0,1
40,2022,8,13,6614,14_15,0,1
38,2022,8,13,6614,12_13,0,1
17,2022,8,13,6614,10_11,0,0
13,2022,8,13,6614,13_14,0,0
1,2022,8,13,6614,17_18,1,1
22,2022,8,13,6614,17_18,0,1
37,2022,8,13,6614,15_16,0,0
1,2022,8,13,6614,13_14,1,0
47,2022,8,13,6614,17_18,0,0
1,2022,8,13,6614,15_16,1,0
4,2022,8,13,6614,17_18,1,0
1,2022,8,13,6614,10_11,1,0
29,2022,8,13,6614,09_10,0,1
13,2022,8,13,6614,11_12,0,0
9,2022,8,13,6614,09_10,0,0
1,2022,8,13,6614,11_12,1,0
19,2022,8,13,6614,16_17,0,0
18,2022,8,13,6614,11_12,0,1
48,2022,8,13,6614,10_11,0,1
1,2022,7,19,6614,20_21,1,0
4,2022,7,19,6614,07_08,0,0
3,2022,7,19,6614,09_10,1,0
49,2022,7,19,6614,15_16,0,0
32,2022,7,19,6614,12_13,0,0
7,2022,7,19,6614,15_16,1,0
3,2022,7,19,6614,07_08,0,1
2,2022,7,19,6614,10_11,1,0
20,2022,7,19,6614,09_10,0,0
1,2022,7,19,6614,09_10,1,1
17,2022,7,19,6614,08_09,0,1
16,2022,7,19,6614,10_11,0,0
35,2022,7,19,6614,10_11,0,1
1,2022,7,19,6614,17_18,1,1
92,2022,7,19,6614,18_19,0,0
31,2022,7,19,6614,16_17,0,1
26,2022,7,19,6614,13_14,0,0
52,2022,7,19,6614,14_15,0,0
56,2022,7,19,6614,18_19,0,1
49,2022,7,19,6614,19_20,0,1
9,2022,7,19,6614,08_09,0,0
5,2022,7,19,6614,14_15,1,0
57,2022,7,19,6614,11_12,0,1
1,2022,7,19,6614,12_13,1,1
24,2022,7,19,6614,11_12,0,0
161,2022,7,19,6614,17_18,0,0
26,2022,7,19,6614,20_21,0,1
28,2022,7,19,6614,13_14,0,1
39,2022,7,19,6614,20_21,0,0
1,2022,7,19,6614,18_19,1,1
2,2022,7,19,6614,16_17,1,0
5,2022,7,19,6614,18_19,1,0
34,2022,7,19,6614,19_20,0,0
53,2022,7,19,6614,17_18,0,1
1,2022,7,19,6614,08_09,1,1
1,2022,7,19,6614,14_15,1,1
2,2022,7,19,6614,12_13,1,0
62,2022,7,19,6614,14_15,0,1
52,2022,7,19,6614,09_10,0,1
58,2022,7,19,6614,15_16,0,1
41,2022,7,19,6614,12_13,0,1
5,2022,7,19,6614,17_18,1,0
72,2022,7,19,6614,16_17,0,0
41,2022,8,13,6614,15_16,0,1
40,2022,8,13,6614,16_17,0,1
19,2022,7,20,6614,11_12,0,0
67,2022,7,20,6614,12_13,0,0
44,2022,7,20,6614,14_15,0,0
1,2022,7,20,6614,09_10,1,0
6,2022,7,20,6614,17_18,1,0
1,2022,7,20,6614,17_18,1,1
10,2022,7,20,6614,07_08,0,0
54,2022,7,20,6614,18_19,0,1
4,2022,7,20,6614,12_13,1,0
14,2022,7,20,6614,15_16,1,0
38,2022,7,20,6614,13_14,0,0
15,2022,7,20,6614,09_10,0,0
14,2022,7,20,6614,10_11,0,0
5,2022,7,20,6614,18_19,1,0
41,2022,7,20,6614,15_16,0,1
8,2022,7,20,6614,07_08,0,1
1,2022,7,20,6614,16_17,1,1
175,2022,7,20,6614,17_18,0,0
41,2022,7,20,6614,09_10,0,1
8,2022,7,20,6614,20_21,0,1
37,2022,7,20,6614,16_17,0,1
56,2022,7,20,6614,18_19,0,0
17,2022,7,20,6614,08_09,0,0
1,2022,7,20,6614,14_15,1,1
52,2022,7,20,6614,17_18,0,1
3,2022,7,20,6614,08_09,1,0
8,2022,7,20,6614,19_20,1,0
124,2022,7,20,6614,19_20,0,0
3,2022,7,20,6614,13_14,1,0
45,2022,7,20,6614,14_15,0,1
1,2022,7,20,6614,15_16,1,1
67,2022,7,20,6614,12_13,0,1
37,2022,7,20,6614,10_11,0,1
68,2022,7,20,6614,11_12,0,1
2,2022,7,20,6614,14_15,1,0
13,2022,7,20,6614,08_09,0,1
16,2022,7,20,6614,20_21,0,0
43,2022,7,20,6614,19_20,0,1
1,2022,7,20,6614,10_11,1,1
38,2022,7,20,6614,13_14,0,1
59,2022,7,20,6614,15_16,0,0
2,2022,7,20,6614,09_10,1,1
137,2022,7,20,6614,16_17,0,0
1,2022,7,20,6614,16_17,1,0
21,2022,8,14,6614,15_16,0,0
37,2022,8,14,6614,13_14,0,1
32,2022,8,14,6614,10_11,0,1
8,2022,8,14,6614,10_11,0,0
10,2022,8,14,6614,12_13,0,0
32,2022,8,14,6614,14_15,0,1
38,2022,8,14,6614,17_18,0,1
10,2022,8,14,6614,09_10,0,0
1,2022,8,14,6614,16_17,1,1
3,2022,8,14,6614,13_14,1,0
87,2022,8,14,6614,16_17,0,0
1,2022,8,14,6614,09_10,1,1
20,2022,8,14,6614,09_10,0,1
20,2022,8,14,6614,17_18,0,0
7,2022,8,14,6614,11_12,0,0
7,2022,8,14,6614,18_19,0,0
24,2022,8,14,6614,11_12,0,1
41,2022,8,14,6614,12_13,0,1
2,2022,8,14,6614,10_11,1,0
1,2022,8,14,6614,08_09,0,0
16,2022,8,14,6614,13_14,0,0
34,2022,8,14,6614,16_17,0,1
40,2022,8,14,6614,15_16,0,1
2,2022,8,14,6614,14_15,1,0
13,2022,8,14,6614,14_15,0,0
12,2022,7,21,6614,12_13,0,0
1,2022,7,21,6614,07_08,1,0
9,2022,7,21,6614,16_17,1,0
1,2022,7,21,6614,18_19,1,1
161,2022,7,21,6614,18_19,0,0
9,2022,7,21,6614,15_16,1,0
2,2022,7,21,6614,14_15,1,0
25,2022,7,21,6614,20_21,0,1
48,2022,7,21,6614,19_20,0,0
32,2022,7,21,6614,09_10,0,1
16,2022,7,21,6614,20_21,0,0
58,2022,7,21,6614,10_11,0,1
9,2022,7,21,6614,11_12,0,0
63,2022,7,21,6614,16_17,0,0
45,2022,7,21,6614,13_14,0,1
46,2022,7,21,6614,11_12,0,1
4,2022,7,21,6614,19_20,1,0
2,2022,7,21,6614,09_10,1,0
32,2022,7,21,6614,19_20,0,1
6,2022,7,21,6614,08_09,1,0
4,2022,7,21,6614,18_19,1,0
36,2022,7,21,6614,18_19,0,1
9,2022,7,21,6614,08_09,0,0
2,2022,7,21,6614,13_14,1,0
52,2022,7,21,6614,14_15,0,1
1,2022,7,21,6614,07_08,1,1
4,2022,7,21,6614,07_08,0,1
6,2022,7,21,6614,10_11,1,0
32,2022,7,21,6614,13_14,0,0
4,2022,7,21,6614,07_08,0,0
111,2022,7,21,6614,17_18,0,0
11,2022,7,21,6614,08_09,0,1
21,2022,7,21,6614,09_10,0,0
49,2022,7,21,6614,17_18,0,1
26,2022,7,21,6614,10_11,0,0
71,2022,7,21,6614,15_16,0,0
46,2022,7,21,6614,15_16,0,1
1,2022,7,21,6614,12_13,1,0
71,2022,7,21,6614,12_13,0,1
2,2022,7,21,6614,16_17,1,1
30,2022,7,21,6614,16_17,0,1
1,2022,7,21,6614,09_10,1,1
3,2022,7,22,6614,15_16,1,0
1,2022,7,22,6614,19_20,1,1
2,2022,7,22,6614,09_10,1,0
13,2022,7,22,6614,11_12,0,0
62,2022,7,22,6614,09_10,0,1
39,2022,7,22,6614,17_18,0,1
3,2022,7,22,6614,10_11,1,0
56,2022,7,22,6614,20_21,0,0
1,2022,7,22,6614,13_14,1,0
37,2022,7,22,6614,19_20,0,1
49,2022,7,22,6614,15_16,0,1
1,2022,7,22,6614,17_18,1,1
3,2022,7,22,6614,11_12,1,0
17,2022,7,22,6614,09_10,0,0
15,2022,7,22,6614,08_09,0,0
59,2022,7,22,6614,11_12,0,1
41,2022,7,22,6614,13_14,0,1
28,2022,7,22,6614,12_13,0,0
1,2022,7,22,6614,10_11,1,1
24,2022,7,22,6614,08_09,0,1
2,2022,7,22,6614,16_17,1,0
1,2022,7,22,6614,20_21,1,0
54,2022,7,22,6614,19_20,0,0
7,2022,7,22,6614,17_18,1,0
11,2022,7,22,6614,20_21,0,1
1,2022,7,22,6614,14_15,1,1
1,2022,7,22,6614,07_08,0,0
48,2022,7,22,6614,15_16,0,0
1,2022,7,22,6614,07_08,0,1
120,2022,7,22,6614,18_19,0,0
247,2022,7,22,6614,17_18,0,0
1,2022,7,22,6614,12_13,1,1
43,2022,7,22,6614,16_17,0,0
75,2022,7,22,6614,12_13,0,1
48,2022,7,22,6614,16_17,0,1
29,2022,7,22,6614,10_11,0,0
1,2022,7,22,6614,08_09,1,1
67,2022,7,22,6614,14_15,0,1
58,2022,7,22,6614,14_15,0,0
42,2022,7,22,6614,10_11,0,1
43,2022,7,22,6614,13_14,0,0
1,2022,7,22,6614,11_12,1,1
3,2022,7,22,6614,13_14,1,1
3,2022,7,22,6614,12_13,1,0
41,2022,7,22,6614,18_19,0,1
1,2022,7,22,6614,14_15,1,0
35,2022,7,23,6614,15_16,0,0
2,2022,7,23,6614,10_11,0,0
1,2022,7,23,6614,12_13,1,1
2,2022,7,23,6614,16_17,1,0
1,2022,7,23,6614,18_19,0,0
1,2022,7,23,6614,16_17,1,1
12,2022,7,23,6614,11_12,0,0
13,2022,7,23,6614,09_10,0,0
10,2022,7,23,6614,13_14,0,0
39,2022,7,23,6614,16_17,0,1
33,2022,7,23,6614,14_15,0,1
1,2022,7,23,6614,11_12,1,1
3,2022,7,23,6614,09_10,1,0
2,2022,7,23,6614,08_09,0,0
20,2022,7,23,6614,09_10,0,1
11,2022,7,23,6614,17_18,0,0
1,2022,7,23,6614,14_15,1,0
2,2022,7,23,6614,08_09,0,1
27,2022,7,23,6614,10_11,0,1
58,2022,7,23,6614,11_12,0,1
1,2022,7,23,6614,17_18,1,0
1,2022,7,23,6614,13_14,1,0
32,2022,7,23,6614,15_16,0,1
23,2022,7,23,6614,17_18,0,1
33,2022,7,23,6614,12_13,0,1
39,2022,7,23,6614,16_17,0,0
25,2022,7,23,6614,14_15,0,0
22,2022,7,23,6614,12_13,0,0
42,2022,7,23,6614,13_14,0,1
17,2022,7,24,6614,11_12,0,1
1,2022,7,24,6614,11_12,1,0
43,2022,7,24,6614,15_16,0,1
7,2022,7,24,6614,09_10,0,0
5,2022,7,24,6614,11_12,0,0
1,2022,7,24,6614,18_19,0,0
13,2022,7,24,6614,15_16,0,0
55,2022,7,24,6614,13_14,0,1
1,2022,7,24,6614,17_18,1,0
54,2022,7,24,6614,12_13,0,1
1,2022,7,24,6614,10_11,1,0
1,2022,7,24,6614,13_14,1,1
14,2022,7,24,6614,16_17,0,0
13,2022,7,24,6614,12_13,0,0
25,2022,7,24,6614,10_11,0,1
1,2022,7,24,6614,18_19,0,1
5,2022,7,24,6614,08_09,0,0
20,2022,7,24,6614,09_10,0,1
25,2022,7,24,6614,17_18,0,0
14,2022,7,24,6614,14_15,0,0
24,2022,7,24,6614,17_18,0,1
33,2022,7,24,6614,16_17,0,1
4,2022,7,24,6614,08_09,0,1
1,2022,7,24,6614,10_11,1,1
20,2022,7,24,6614,13_14,0,0
4,2022,7,24,6614,10_11,0,0
1,2022,7,24,6614,12_13,1,1
2,2022,7,24,6614,11_12,1,1
1,2022,7,24,6614,15_16,1,1
52,2022,7,24,6614,14_15,0,1
1,2022,7,24,6614,13_14,1,0
2,2022,7,24,6614,12_13,1,0
1,2022,7,24,6614,14_15,1,1
1,2022,7,27,6614,18_19,1,1
9,2019,6,21,6614,13_14,0,0
1,2019,6,27,6614,11_12,1,0
2,2019,1,8,6614,10_11,0,1
15,2019,1,8,6614,16_17,0,0
1,2019,1,8,6614,09_10,0,0
1,2019,1,8,6614,16_17,0,1
6,2019,1,8,6614,11_12,0,0
2,2019,1,8,6614,11_12,0,1
20,2019,1,8,6614,20_21,0,0
2,2019,1,8,6614,14_15,0,0
15,2019,1,8,6614,18_19,0,0
2,2019,1,8,6614,18_19,0,1
1,2019,1,8,6614,14_15,0,1
1,2019,1,9,6614,12_13,0,1
3,2019,1,9,6614,12_13,0,0
2,2019,1,9,6614,16_17,0,1
1,2019,1,9,6614,09_10,0,1
13,2019,1,9,6614,16_17,0,0
1,2019,1,9,6614,17_18,1,1
29,2020,5,22,6614,11_12,0,0
79,2020,4,24,6614,13_14,0,1
6,2019,1,9,6614,19_20,0,1
8,2019,1,9,6614,13_14,0,1
28,2019,1,9,6614,19_20,0,0
10,2019,1,9,6614,13_14,0,0
1,2019,1,9,6614,14_15,0,1
4,2019,1,9,6614,10_11,0,1
1,2019,1,9,6614,11_12,0,1
8,2019,1,9,6614,14_15,0,0
9,2019,1,9,6614,18_19,0,1
19,2019,1,9,6614,18_19,0,0
2,2019,1,9,6614,08_09,0,1
3,2019,1,9,6614,08_09,0,0
1,2019,1,9,6614,20_21,0,1
5,2019,1,9,6614,17_18,0,0
7,2019,1,9,6614,15_16,0,0
4,2019,1,9,6614,15_16,0,1
3,2019,1,9,6614,17_18,0,1
1,2019,1,4,6614,20_21,0,1
4,2020,8,15,6614,18_19,0,1
45,2020,8,17,6614,19_20,0,1
3,2020,8,19,6614,19_20,1,1
11,2019,1,4,6614,15_16,0,0
2,2019,1,4,6614,17_18,0,0
